,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.7691,0.7691,0.7634,0.4416,0.6352,0.7349,0.7918,0.752,0.7577
F1,S,0.6732,0.6767,0.6955,0.5371,0.6139,0.6605,0.7152,0.6606,0.6929
Gmean,11,0.7399,0.7392,0.7604,0.3548,0.6534,0.7303,0.7738,0.7245,0.7582
B_Acc,C,0.7464,0.7482,0.7612,0.5418,0.672,0.7319,0.7763,0.7351,0.7602
Pre,S,0.6858,0.7017,0.6476,0.3846,0.5021,0.6116,0.7126,0.6738,0.633
Rec,V,0.6662,0.6742,0.7535,0.8969,0.8018,0.7215,0.7215,0.6748,0.7692
Spe, ,0.8267,0.8222,0.7689,0.1867,0.5422,0.7422,0.8311,0.7956,0.7511
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.8826,0.8661,0.81,0.7345,0.7544,0.8382,0.7737,0.8939,0.7821
F1,S,0.8199,0.7997,0.7524,0.6959,0.713,0.7909,0.7105,0.8512,0.7254
Gmean,12,0.8782,0.8625,0.8378,0.78,0.7983,0.8697,0.8015,0.9115,0.8105
B_Acc,C,0.8803,0.8637,0.8424,0.8006,0.8147,0.8754,0.8062,0.9133,0.8171
Pre,S,0.7784,0.755,0.6334,0.5435,0.5645,0.6673,0.5908,0.7635,0.6066
Rec,V,0.8739,0.8565,0.9276,0.9735,0.9731,0.9731,0.8917,0.9644,0.9099
Spe, ,0.8868,0.8709,0.7571,0.6276,0.6563,0.7776,0.7207,0.862,0.7243
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.7051,0.7217,0.598,0.2342,0.3721,0.576,0.5814,0.5478,0.5731
F1,S,0.2447,0.2518,0.4313,0.3795,0.3786,0.4036,0.4232,0.3802,0.4371
Gmean,13,0.3758,0.4013,0.6128,0,0.4371,0.5836,0.5995,0.55,0.6093
B_Acc,C,0.5461,0.5569,0.6191,0.5,0.5247,0.5885,0.6083,0.5657,0.6232
Pre,S,0.2515,0.2916,0.3224,0.2342,0.247,0.3028,0.3148,0.2823,0.3162
Rec,V,0.2471,0.247,0.6588,1,0.8118,0.6118,0.6588,0.6,0.7177
Spe, ,0.8451,0.8668,0.5794,0,0.2376,0.5651,0.5578,0.5314,0.5288
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.9151,0.9151,0.4712,0.08494,0.1425,0.5288,0.5151,0.6055,0.4986
F1,S,0,0,0.1517,0.1565,0.1609,0.1801,0.1804,0.1902,0.1697
Gmean,14,0,0,0.5,0,0.155,0.5499,0.5551,0.559,0.5313
B_Acc,C,0.5,0.5,0.5059,0.5,0.5162,0.5527,0.5578,0.5768,0.5361
Pre,S,0,0,0.08826,0.08494,0.08782,0.1074,0.1061,0.1165,0.09974
Rec,V,0,0,0.5476,1,0.9667,0.5809,0.6095,0.5428,0.5809
Spe, ,1,1,0.4643,0,0.06568,0.5244,0.5061,0.6107,0.4913
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.7351,0.7348,0.6116,0.3413,0.4644,0.5695,0.5408,0.6142,0.58
F1,S,0.343,0.2896,0.3539,0.2959,0.3092,0.3173,0.299,0.3496,0.3285
Gmean,15,0.5787,0.5267,0.6349,0.392,0.5501,0.5939,0.5645,0.6245,0.6011
B_Acc,C,0.6113,0.5803,0.6429,0.5646,0.5858,0.5986,0.5665,0.6333,0.6039
Pre,S,0.2867,0.2475,0.2409,0.1798,0.1962,0.2128,0.2001,0.2422,0.2225
Rec,V,0.4333,0.3591,0.6879,0.8833,0.7591,0.6394,0.603,0.6591,0.6379
Spe, ,0.7893,0.8015,0.598,0.2458,0.4126,0.5577,0.53,0.6074,0.5699
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.8366,0.8623,0.8266,0.5179,0.7347,0.8368,0.8291,0.8266,0.829
F1,S,0.7879,0.8184,0.8019,0.614,0.7329,0.8104,0.8025,0.8078,0.8002
Gmean,16,0.83,0.854,0.8427,0.3702,0.7571,0.851,0.844,0.8462,0.8425
B_Acc,C,0.831,0.8558,0.8478,0.6143,0.7812,0.8546,0.8486,0.8548,0.8471
Pre,S,0.7705,0.8129,0.7054,0.4453,0.5916,0.7224,0.7106,0.6963,0.7119
Rec,V,0.809,0.8299,0.9324,1,0.9664,0.9255,0.9257,0.9667,0.9186
Spe, ,0.8531,0.8816,0.7633,0.2286,0.5959,0.7837,0.7714,0.7429,0.7755
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.7575,0.77,0.62,0.24,0.405,0.6275,0.6375,0.6925,0.6225
F1,S,0.1746,0.2096,0.4325,0.3605,0.401,0.4307,0.469,0.4836,0.447
Gmean,17,0.2946,0.3283,0.6231,0.07084,0.4712,0.6245,0.6597,0.6691,0.6401
B_Acc,C,0.5321,0.552,0.6247,0.4939,0.5728,0.6256,0.6636,0.6715,0.6421
Pre,S,0.3559,0.4727,0.3305,0.2224,0.2606,0.3305,0.3515,0.3941,0.334
Rec,V,0.1222,0.1556,0.6333,0.9556,0.8778,0.6222,0.7111,0.6334,0.6778
Spe, ,0.9419,0.9484,0.6161,0.03226,0.2678,0.629,0.6161,0.7097,0.6065
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.8636,0.8711,0.5314,0.1388,0.2757,0.5014,0.5088,0.5585,0.5088
F1,S,0.06302,0.1311,0.1542,0.134,0.1382,0.1098,0.1474,0.1844,0.1071
Gmean,18,0.1513,0.3071,0.5131,0.1859,0.4195,0.3984,0.5175,0.5762,0.4336
B_Acc,C,0.496,0.5307,0.5281,0.4795,0.4922,0.466,0.5314,0.5842,0.4547
Pre,S,0.065,0.1543,0.09142,0.07264,0.07616,0.06328,0.08544,0.1091,0.0623
Rec,V,0.06192,0.1286,0.5238,0.8809,0.7476,0.4238,0.5572,0.6143,0.3905
Spe, ,0.9302,0.9329,0.5325,0.07796,0.2367,0.5082,0.5057,0.5541,0.5189
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.8778,0.8778,0.5,0.1222,0.1222,0.5022,0.5311,0.5178,0.5267
F1,S,0,0,0.2137,0.2178,0.2178,0.1992,0.2171,0.234,0.2369
Gmean,19,0,0,0.516,0,0,0.5019,0.5257,0.5228,0.5519
B_Acc,C,0.5,0.5,0.5274,0.5,0.5,0.5052,0.5295,0.5532,0.5582
Pre,S,0,0,0.1325,0.1222,0.1222,0.1241,0.1372,0.1504,0.1481
Rec,V,0,0,0.5636,1,1,0.5091,0.5273,0.6,0.6
Spe, ,1,1,0.4911,0,0,0.5013,0.5317,0.5063,0.5165
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.867,0.8713,0.5852,0.1857,0.3599,0.5481,0.5894,0.622,0.5459
F1,S,0.3541,0.3417,0.2404,0.1651,0.1691,0.216,0.2228,0.1277,0.2108
Gmean,20,0.5538,0.5367,0.6224,0.2734,0.4658,0.5802,0.5939,0.3972,0.5831
B_Acc,C,0.6366,0.6278,0.6268,0.4898,0.5127,0.5865,0.6094,0.5185,0.5952
Pre,S,0.3598,0.3823,0.1466,0.09132,0.09634,0.1309,0.136,0.07682,0.1259
Rec,V,0.3528,0.3278,0.6778,0.8639,0.7,0.6333,0.6333,0.3889,0.6556
Spe, ,0.9205,0.9277,0.5759,0.1157,0.3253,0.5397,0.5855,0.6482,0.5349
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.6947,0.682,0.671,0.3833,0.5326,0.6536,0.6536,0.645,0.6429
F1,S,0.4875,0.4816,0.6012,0.5293,0.5794,0.585,0.5857,0.5665,0.5824
Gmean,21,0.5928,0.59,0.6772,0.1078,0.5416,0.6614,0.6621,0.6457,0.6557
B_Acc,C,0.6329,0.6245,0.6835,0.5269,0.6248,0.6658,0.6673,0.6533,0.662
Pre,S,0.5736,0.5472,0.5194,0.3617,0.4228,0.5025,0.5006,0.4913,0.4895
Rec,V,0.4313,0.4375,0.725,0.9938,0.925,0.7063,0.7125,0.6813,0.725
Spe, ,0.8345,0.8114,0.6419,0.06,0.3246,0.6254,0.6221,0.6254,0.5991
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.817,0.8107,0.5021,0.1936,0.383,0.5447,0.5213,0.5213,0.5085
F1,S,0.1652,0.1726,0.2244,0.2542,0.2673,0.2459,0.2167,0.2588,0.2071
Gmean,22,0.2708,0.3185,0.486,0.09142,0.4836,0.5223,0.485,0.5282,0.4628
B_Acc,C,0.5389,0.5411,0.4954,0.4968,0.5373,0.5262,0.4889,0.5361,0.4814
Pre,S,0.2133,0.2306,0.1468,0.1477,0.1626,0.1635,0.1437,0.17,0.1365
Rec,V,0.1429,0.1572,0.4857,0.9286,0.7571,0.5,0.4428,0.5571,0.4429
Spe, ,0.935,0.925,0.505,0.065,0.3175,0.5525,0.535,0.515,0.52
,Dataset,MSE,BCE,WBCE,Any_Fbeta,WBCEFL,Any_Gmean,WBCEGL,Any_BAccu,WBCEBL
Acc,D,0.8653,0.8653,0.5137,0.1347,0.1347,0.5116,0.5074,0.6632,0.5242
F1,S,0,0,0.2318,0.2374,0.2374,0.2229,0.2167,0.2388,0.2214
Gmean,24,0,0,0.5222,0,0,0.5073,0.4928,0.5103,0.5088
B_Acc,C,0.5,0.5,0.5267,0.5,0.5,0.5125,0.5145,0.5735,0.5198
Pre,S,0,0,0.1473,0.1347,0.1347,0.1425,0.1371,0.1688,0.1418
