,Dataset#,L,att_1,att_2,att_3,att_4
65,20,196,0.1359,0.1003,0.1036,0.1036
66,20,199,0.07128,0.06796,0.07128,0.06796
67,20,202,0.03564,0.06796,0.03564,0.1036
68,20,205,0.2127,0.1003,0.06464,0.06796
69,20,208,0.03232,0,0.1036,0.03564
70,20,211,0.1036,0.1036,0.06796,0.1036
71,20,214,0.1003,0.1732,0.06796,0.1392
72,20,217,0.06796,0.1003,0.1177,0.1069
73,20,220,0.06796,0.07128,0.03564,0.1036
74,20,223,0.1036,0.03564,0.07128,0.1359
75,20,226,0.1003,0.1313,0.06796,0.06796
76,20,229,0.1359,0.03564,0.07128,0.07128
77,20,232,0.1003,0.06796,0.1036,0.03232
78,20,235,0.06796,0.1036,0.06796,0.06796
79,20,238,0.06796,0.1716,0.06796,0.1003
80,20,241,0.1003,0.03564,0.06796,0
81,20,244,0.07128,0.07128,0.1003,0.1003
82,20,247,0.03564,0.1036,0.06796,0.06464
83,20,250,0.03232,0.03564,0.03564,0.06796
84,20,253,0.07128,0.03564,0.06796,0
85,20,256,0.03232,0.1003,0.1036,0.06796
86,20,259,0.06464,0.1003,0.1036,0
87,20,262,0.1392,0.06796,0.06796,0.03232
88,20,265,0,0.06796,0.03232,0.03564
89,20,268,0.06796,0.1003,0.1003,0.1036
90,20,271,0.03232,0.03564,0.1036,0.06796
91,20,274,0.1392,0.1036,0.03232,0.06796
92,20,277,0.03564,0.06796,0.06464,0.07128
93,20,280,0.06796,0.06796,0.03564,0.06796
94,20,283,0,0.03232,0.06796,0.03232
95,20,286,0.06796,0.07128,0.03564,0.1003
96,20,289,0.06796,0.06796,0.06796,0.1716
97,20,292,0.03564,0.03564,0.1716,0.03564
98,20,295,0.03232,0.1036,0,0.1003
99,20,298,0.1036,0.06796,0.07128,0
,Dataset#,L,att_1,att_2,att_3,att_4
0,21,1,0.6075,0.6109,0.6067,0.6256
1,21,4,0.6044,0.6253,0.6114,0.6178
2,21,7,0.6069,0.6274,0.6192,0.6324
3,21,10,0.6111,0.6052,0.5902,0.5816
4,21,13,0.6336,0.621,0.6264,0.5997
5,21,16,0.6208,0.604,0.6052,0.6135
6,21,19,0.6306,0.6076,0.6097,0.6116
7,21,22,0.6048,0.5145,0.613,0.5797
8,21,25,0.576,0.5811,0.5884,0.579
9,21,28,0.6009,0.5848,0.6109,0.6136
10,21,31,0.6217,0.6008,0.559,0.6248
11,21,34,0.5842,0.6063,0.5542,0.6066
12,21,37,0.5669,0.5832,0.5951,0.5403
13,21,40,0.5724,0.5774,0.5632,0.5989
14,21,43,0.5145,0.5616,0.5391,0.5294
15,21,46,0.5235,0.5604,0.5481,0.5464
16,21,49,0.5247,0.5673,0.5226,0.5762
17,21,52,0.5312,0.5427,0.5292,0.5145
18,21,55,0.5649,0.5597,0.572,0.5354
19,21,58,0.5145,0.5515,0.5416,0.5317
20,21,61,0.5501,0.5508,0.5482,0.54
21,21,64,0.5657,0.5654,0.6122,0.5626
22,21,67,0.5712,0.5789,0.5145,0.5551
23,21,70,0.5504,0.5413,0.5241,0.5263
24,21,73,0.534,0.58,0.5481,0.5145
25,21,76,0.53,0.5255,0.5603,0.5301
26,21,79,0.5504,0.5552,0.5307,0.5453
27,21,82,0.5486,0.5556,0.551,0.5655
28,21,85,0.559,0.5464,0.5348,0.5517
29,21,88,0.545,0.5248,0.5664,0.5145
30,21,91,0.5444,0.5558,0.6053,0.5145
31,21,94,0.5145,0.5768,0.562,0.5544
32,21,97,0.546,0.5458,0.563,0.5343
33,21,100,0.5145,0.5186,0.5218,0.598
34,21,103,0.5698,0.5456,0.5481,0.5591
35,21,106,0.5229,0.5774,0.5145,0.5145
36,21,109,0.5048,0.5387,0.5145,0.6119
37,21,112,0.5145,0.5504,0.523,0.5868
38,21,115,0.5145,0.5262,0.5103,0.5571
39,21,118,0.5656,0.5552,0.5399,0.5348
40,21,121,0.5348,0.5318,0.571,0.5352
41,21,124,0.5145,0.5145,0.5306,0.5145
42,21,127,0.5587,0.5212,0.5287,0.5272
43,21,130,0.533,0.5359,0.5226,0.5684
44,21,133,0.56,0.5145,0.5527,0.5531
45,21,136,0.5568,0.5286,0.5536,0.5145
46,21,139,0.5145,0.54,0.5376,0.5145
47,21,142,0.5708,0.5145,0.5234,0.5431
48,21,145,0.5316,0.544,0.5707,0.4346
49,21,148,0.5289,0.4231,0.5145,0.5777
50,21,151,0.5429,0.5145,0.5529,0.5279
51,21,154,0.5145,0.5714,0.5299,0.5401
52,21,157,0.5145,0.5495,0.5566,0.5458
53,21,160,0.5145,0.5145,0.56,0.5145
54,21,163,0.4879,0.5343,0.5145,0.5484
55,21,166,0.5214,0.4246,0.5262,0.5145
56,21,169,0.5329,0.5145,0.5326,0.4448
57,21,172,0.3301,0.4075,0.5234,0.4237
58,21,175,0.5145,0.5145,0.4112,0.4231
59,21,178,0.4121,0.5406,0.5145,0.4323
60,21,181,0.3298,0.5145,0.5331,0.5145
61,21,184,0.308,0.2056,0.5145,0.5145
62,21,187,0.2064,0.5145,0.5145,0.5145
63,21,190,0.5145,0.2103,0.4121,0.3309
64,21,193,0.4184,0.4121,0.3088,0.4121
65,21,196,0.4121,0.5145,0.3088,0.3088
66,21,199,0.5145,0.3097,0.3088,0.4112
67,21,202,0.5145,0.4112,0.5336,0.3088
68,21,205,0.3088,0.2056,0.3088,0.4112
69,21,208,0.3088,0.2056,0.4112,0.4112
70,21,211,0.2056,0.5145,0.4112,0.4112
71,21,214,0.5145,0.2056,0.5145,0.5145
72,21,217,0.3088,0.5145,0.3088,0.3337
73,21,220,0.4121,0.3088,0.4121,0.308
74,21,223,0.2056,0.4112,0.5145,0.308
75,21,226,0.4112,0.4112,0.2056,0.3088
76,21,229,0.3088,0.4121,0.4112,0.4112
77,21,232,0.4121,0.5145,0.308,0.4112
78,21,235,0.3088,0.4121,0.3088,0.2056
79,21,238,0.308,0.4121,0.5145,0.2048
80,21,241,0.2056,0.5145,0.2064,0.4112
81,21,244,0.4112,0.3088,0.3088,0.308
82,21,247,0.4121,0.3088,0.1032,0.308
83,21,250,0.3088,0.4112,0.5145,0.4121
84,21,253,0.3088,0.5145,0.3088,0.3088
85,21,256,0.2056,0.1032,0.3088,0.2048
86,21,259,0.5145,0.4112,0.308,0.3088
87,21,262,0.3088,0.4121,0.3088,0.308
88,21,265,0.5145,0.4112,0.2056,0.4121
89,21,268,0.4112,0.5145,0.308,0.4121
90,21,271,0.4121,0.2064,0.3088,0.4121
91,21,274,0.3088,0.3088,0.5145,0.2056
92,21,277,0.2262,0.308,0.5145,0.4112
93,21,280,0.4112,0.308,0.5145,0.2064
94,21,283,0.4112,0.3088,0.308,0.2056
95,21,286,0.3097,0.3088,0.3088,0.4112
96,21,289,0.4121,0.4121,0.4121,0.2048
97,21,292,0.4112,0.3088,0.2048,0.4112
98,21,295,0.3088,0.5145,0.4112,0.4112
99,21,298,0.3088,0.4112,0.5145,0.3088
,Dataset#,L,att_1,att_2,att_3,att_4
0,22,1,0.3022,0.2944,0.2959,0.338
1,22,4,0.2784,0.2766,0.3282,0.2839
2,22,7,0.2737,0.3052,0.291,0.2607
3,22,10,0.2862,0.283,0.2514,0.2475
4,22,13,0.2812,0.3036,0.2893,0.2569
5,22,16,0.3058,0.2726,0.2555,0.2122
6,22,19,0.2929,0.2948,0.3117,0.3312
7,22,22,0.2763,0.289,0.3001,0.2824
8,22,25,0.3221,0.2968,0.2762,0.2605
9,22,28,0.2569,0.2543,0.2854,0.2949
10,22,31,0.2518,0.2789,0.2668,0.2747
11,22,34,0.294,0.2697,0.2593,0.2615
12,22,37,0.2497,0.2596,0.2531,0.2593
13,22,40,0.2618,0.27,0.2135,0.2593
14,22,43,0.2726,0.2539,0.2654,0.2593
15,22,46,0.2593,0.2593,0.2593,0.2767
16,22,49,0.2593,0.2601,0.2583,0.2593
17,22,52,0.2452,0.2666,0.2561,0.2278
18,22,55,0.2593,0.2593,0.2844,0.2661
19,22,58,0.2705,0.2754,0.277,0.2796
20,22,61,0.2782,0.2593,0.2459,0.2593
21,22,64,0.2593,0.2593,0.2074,0.2593
22,22,67,0.2593,0.2786,0.2678,0.2512
23,22,70,0.2654,0.2752,0.2291,0.2593
24,22,73,0.2074,0.1964,0.265,0.2893
25,22,76,0.2206,0.2399,0.2754,0.2324
26,22,79,0.2733,0.2622,0.2438,0.2444
27,22,82,0.2587,0.269,0.2074,0.2657
28,22,85,0.2248,0.2593,0.2593,0.2905
29,22,88,0.276,0.2495,0.2593,0.2665
30,22,91,0.2036,0.2115,0.2674,0.2178
31,22,94,0.2725,0.2593,0.2796,0.2634
32,22,97,0.2634,0.2579,0.2646,0.2119
33,22,100,0.2593,0.2593,0.2262,0.2593
34,22,103,0.2646,0.27,0.2593,0.2399
35,22,106,0.2074,0.2626,0.2593,0.2756
36,22,109,0.2593,0.2334,0.2593,0.2593
37,22,112,0.196,0.2714,0.2587,0.2601
38,22,115,0.179,0.2593,0.2845,0.2593
39,22,118,0.2639,0.2074,0.2541,0.1556
40,22,121,0.1595,0.2074,0.2593,0.269
41,22,124,0.2593,0.2593,0.2127,0.2074
42,22,127,0.2512,0.1992,0.2074,0.2535
43,22,130,0.2593,0.2074,0.2183,0.2659
44,22,133,0.2074,0.2549,0.2529,0.2593
45,22,136,0.2665,0.2593,0.2574,0.3107
46,22,139,0.2684,0.2593,0.2519,0.2741
47,22,142,0.2593,0.2726,0.2421,0.2889
48,22,145,0.2074,0.2593,0.2699,0.2731
49,22,148,0.2074,0.2633,0.2833,0.264
50,22,151,0.1556,0.2815,0.2074,0.2074
51,22,154,0.2015,0.2074,0.2209,0.2593
52,22,157,0.2074,0.2263,0.2013,0.2394
53,22,160,0.2668,0.1556,0.2074,0.1575
54,22,163,0.2593,0.2593,0.2074,0.2314
55,22,166,0.268,0.2593,0.2678,0.2624
56,22,169,0.1515,0.2593,0.2074,0.2074
57,22,172,0.2446,0.2074,0.2593,0.2093
58,22,175,0.2593,0.2074,0.1556,0.2074
59,22,178,0.2074,0.2074,0.2074,0.2048
60,22,181,0.2593,0.1556,0.1556,0.2074
61,22,184,0.2074,0.2593,0.2074,0.1556
62,22,187,0.2646,0.2074,0.2074,0.2074
63,22,190,0.2593,0.1037,0.2074,0.2593
64,22,193,0.1914,0.2074,0.1556,0.2074
65,22,196,0.2074,0.1556,0.1556,0.05186
66,22,199,0.2593,0.2593,0.2074,0.2074
67,22,202,0.1556,0.1556,0.2074,0.2593
68,22,205,0.2074,0.1556,0.1037,0.2074
69,22,208,0.1556,0.2074,0.1556,0.2074
70,22,211,0.1556,0.2593,0.2593,0.1037
71,22,214,0.2593,0.1556,0.1037,0.2074
72,22,217,0.2074,0.2593,0.2074,0.2074
73,22,220,0.1037,0.1037,0.2617,0.05186
74,22,223,0.2074,0.2593,0.1556,0.1716
75,22,226,0.1556,0.2593,0.2074,0.2074
76,22,229,0.2074,0.2074,0.2593,0.1556
77,22,232,0.2074,0.1037,0.2074,0.1037
78,22,235,0.2074,0.1037,0.2074,0.1037
79,22,238,0.2593,0.1556,0.2074,0.2074
80,22,241,0.1556,0.2074,0.1556,0.2593
81,22,244,0.1556,0.1556,0.2074,0.1556
82,22,247,0.2074,0.2074,0.2074,0.1037
83,22,250,0.1556,0.1556,0.1556,0.1037
84,22,253,0.1556,0.2074,0.2074,0.05186
85,22,256,0.2593,0.2593,0.1556,0.2074
86,22,259,0.2593,0.2593,0.2074,0.2593
87,22,262,0.1037,0.2593,0.2074,0.1037
88,22,265,0.2074,0.2593,0.1037,0.2074
89,22,268,0.1556,0.1556,0.1037,0.1556
90,22,271,0.1556,0.1556,0.1037,0.1556
91,22,274,0.1556,0.2593,0.2074,0.2074
92,22,277,0.1556,0.1037,0.1556,0.2074
93,22,280,0.1556,0.05186,0.1037,0.1556
94,22,283,0.05186,0.1556,0.1556,0.1556
95,22,286,0.2074,0.1556,0.2074,0.1556
96,22,289,0.1037,0.1037,0.05186,0.1037
97,22,292,0.1037,0.2593,0.1556,0.1037
98,22,295,0.2074,0.2074,0.1037,0.1037
99,22,298,0.2074,0.2074,0.1556,0.2074
,Dataset#,L,att_1,att_2,att_3,att_4
0,24,1,0.2504,0.233,0.2499,0.2597
1,24,4,0.2762,0.2245,0.219,0.2699
2,24,7,0.2297,0.2622,0.2675,0.2484
3,24,10,0.3105,0.2296,0.2586,0.2178
4,24,13,0.248,0.2204,0.2594,0.2586
5,24,16,0.2512,0.2374,0.2232,0.2207
6,24,19,0.2374,0.2393,0.2522,0.241
7,24,22,0.2374,0.2858,0.2617,0.2374
8,24,25,0.2374,0.2615,0.2298,0.2426
9,24,28,0.2374,0.2419,0.2406,0.2374
10,24,31,0.2151,0.2735,0.2768,0.2438
11,24,34,0.2411,0.2374,0.2428,0.2485
12,24,37,0.2374,0.2374,0.2374,0.2481
13,24,40,0.2374,0.2419,0.2374,0.228
14,24,43,0.2374,0.2213,0.2423,0.2374
15,24,46,0.2393,0.2374,0.2358,0.2374
16,24,49,0.2374,0.2758,0.2374,0.2374
17,24,52,0.2374,0.2374,0.2374,0.2374
18,24,55,0.2381,0.2374,0.2393,0.2374
19,24,58,0.2374,0.2374,0.2426,0.2499
20,24,61,0.1926,0.2374,0.2374,0.2374
21,24,64,0.2448,0.2374,0.1893,0.1893
22,24,67,0.1893,0.2532,0.2374,0.2374
23,24,70,0.228,0.2634,0.2374,0.2374
24,24,73,0.2383,0.2546,0.2442,0.2374
25,24,76,0.2426,0.1926,0.2374,0.2374
26,24,79,0.2416,0.2481,0.1875,0.2374
27,24,82,0.193,0.2374,0.2379,0.2337
28,24,85,0.2374,0.194,0.2374,0.2374
29,24,88,0.2374,0.2559,0.2406,0.2359
30,24,91,0.2235,0.1924,0.2374,0.2213
31,24,94,0.2309,0.2374,0.1889,0.2374
32,24,97,0.1926,0.1444,0.2464,0.1893
33,24,100,0.1411,0.2374,0.2374,0.2716
34,24,103,0.1893,0.2374,0.2374,0.2028
35,24,106,0.1893,0.2374,0.2325,0.2374
36,24,109,0.2374,0.2374,0.2374,0.2518
37,24,112,0.1893,0.2307,0.2256,0.1893
38,24,115,0.2374,0.2083,0.2374,0.2374
39,24,118,0.2374,0.2374,0.2374,0.2374
40,24,121,0.2337,0.2285,0.2073,0.1893
41,24,124,0.2374,0.1893,0.2374,0.07562
42,24,127,0.1951,0.2374,0.1411,0.2442
43,24,130,0.2374,0.1731,0.2374,0.1893
44,24,133,0.2374,0.1926,0.2374,0.09628
45,24,136,0.2393,0.1893,0.2374,0.1893
46,24,139,0.2374,0.1893,0.1893,0.1444
47,24,142,0.1926,0.232,0.1926,0.1893
48,24,145,0.1444,0.1893,0.2374,0.1993
49,24,148,0.1893,0.1957,0.1893,0.1893
50,24,151,0.1444,0.1893,0.1411,0.2393
51,24,154,0.1893,0.1813,0.2374,0.2374
52,24,157,0.2374,0.2287,0.09628,0.1893
53,24,160,0.2374,0.2354,0.1893,0.2374
54,24,163,0.2374,0.1893,0.1411,0.1893
55,24,166,0.2351,0.1893,0.2374,0.1411
56,24,169,0.1444,0.1893,0.1893,0.1411
57,24,172,0.1893,0.1893,0.2374,0.2374
58,24,175,0.1444,0.2374,0.2374,0.2374
59,24,178,0.1411,0.2374,0.1893,0.1893
60,24,181,0.1893,0.1893,0.04814,0.1411
61,24,184,0.1893,0.04814,0.2374,0.1411
62,24,187,0.1411,0.1411,0.2374,0.2374
63,24,190,0.1893,0.1411,0.1926,0.1893
64,24,193,0.1411,0.1893,0.093,0.1893
65,24,196,0.1893,0.1893,0.1893,0.1411
66,24,199,0.2374,0.093,0.1893,0.04814
67,24,202,0.1411,0.2374,0.1926,0.093
68,24,205,0.1893,0.1411,0.1893,0.1411
69,24,208,0.1893,0.1444,0.1893,0.1411
70,24,211,0.1893,0.093,0.09628,0.1926
71,24,214,0.1893,0.1444,0.1444,0.09628
72,24,217,0.1893,0.1893,0.1893,0.09628
73,24,220,0.1444,0.1893,0.1893,0.2374
74,24,223,0.1411,0.093,0.1411,0.2374
75,24,226,0.09628,0.2374,0.1893,0.1893
76,24,229,0.04486,0.1893,0.1926,0.09628
77,24,232,0.1926,0.1893,0.1893,0.1893
78,24,235,0.09628,0.1444,0.1411,0.04814
79,24,238,0.1926,0.1444,0.1411,0.2374
80,24,241,0.2374,0.093,0.1893,0.1926
81,24,244,0.2374,0.09628,0.2374,0.093
82,24,247,0.2374,0.1893,0.1411,0.09628
83,24,250,0.1411,0.2374,0.093,0.09628
84,24,253,0.093,0.04814,0.1411,0.1893
85,24,256,0.2374,0.04814,0.1411,0.2374
86,24,259,0.1893,0.1411,0.04814,0.1893
87,24,262,0.093,0.04814,0.04814,0.093
88,24,265,0.09628,0.1893,0.09628,0.1411
89,24,268,0.1411,0.1444,0.1893,0.04814
90,24,271,0.1893,0.09628,0.093,0.1926
91,24,274,0.1411,0.2374,0.1444,0.2374
92,24,277,0.1893,0.1411,0.04814,0.1444
93,24,280,0.1893,0.1893,0.2374,0.1411
94,24,283,0.1893,0.1893,0.04814,0.1411
95,24,286,0.1411,0.1411,0.1893,0.1411
96,24,289,0.1926,0.1893,0.09628,0.1926
97,24,292,0.1444,0.2374,0.1893,0.1893
98,24,295,0,0.09628,0.1893,0.1893
99,24,298,0,0.04486,0.1411,0.1926
,Dataset#,L,att_1,att_2,att_3,att_4
0,25,1,0.2461,0.2726,0.2556,0.2561
1,25,4,0.3011,0.2551,0.3003,0.2841
2,25,7,0.2678,0.2944,0.2558,0.2611
3,25,10,0.2676,0.2961,0.2513,0.2818
4,25,13,0.2656,0.2392,0.292,0.2422
5,25,16,0.2333,0.2333,0.2414,0.2427
6,25,19,0.3174,0.2394,0.2375,0.2817
7,25,22,0.2817,0.228,0.2551,0.2357
8,25,25,0.2354,0.2579,0.2451,0.2221
9,25,28,0.2255,0.207,0.2237,0.2214
10,25,31,0.2384,0.2545,0.2424,0.2349
11,25,34,0.2627,0.2282,0.2615,0.2374
12,25,37,0.2202,0.1745,0.2503,0.2248
13,25,40,0.2235,0.197,0.2183,0.2575
14,25,43,0.239,0.2276,0.2276,0.2662
15,25,46,0.2361,0.226,0.1827,0.1967
16,25,49,0.2177,0.2382,0.2276,0.2601
17,25,52,0.2202,0.2276,0.2276,0.2374
18,25,55,0.234,0.2276,0.1346,0.2423
19,25,58,0.2282,0.2127,0.2276,0.1827
20,25,61,0.2276,0.2183,0.2276,0.2354
21,25,64,0.2069,0.1895,0.1827,0.2276
22,25,67,0.2276,0.1794,0.2325,0.2264
23,25,70,0.2351,0.1794,0.2276,0.2276
24,25,73,0.2276,0.1342,0.2276,0.2633
25,25,76,0.2276,0.2276,0.2276,0.2276
26,25,79,0.2293,0.2276,0.1964,0.2276
27,25,82,0.2276,0.2276,0.3051,0.226
28,25,85,0.2716,0.2415,0.2276,0.2276
29,25,88,0.2276,0.226,0.1827,0.2269
30,25,91,0.2449,0.2217,0.2721,0.1827
31,25,94,0.2012,0.1921,0.2276,0.1827
32,25,97,0.2276,0.1794,0.1827,0.2235
33,25,100,0.2659,0.2276,0.1346,0.2321
34,25,103,0.2883,0.1827,0.2464,0.1346
35,25,106,0.2379,0.1827,0.2276,0.2399
36,25,109,0.1827,0.2272,0.1487,0.1827
37,25,112,0.2248,0.2276,0.2276,0.2387
38,25,115,0.2276,0.1379,0.1346,0.2276
39,25,118,0.2248,0.1827,0.1782,0.2276
40,25,121,0.2276,0.2276,0.2276,0.1827
41,25,124,0.1379,0.2234,0.2276,0.1794
42,25,127,0.2276,0.2276,0.2276,0.08972
43,25,130,0.1827,0.2276,0.196,0.2276
44,25,133,0.2276,0.1779,0.1736,0.1827
45,25,136,0.1994,0.1827,0.2276,0.2436
46,25,139,0.2449,0.2276,0.1719,0.1823
47,25,142,0.1379,0.1794,0.2369,0.1827
48,25,145,0.1827,0.2276,0.1908,0.1968
49,25,148,0.2184,0.1391,0.2276,0.2276
50,25,151,0.1794,0.181,0.2276,0.2321
51,25,154,0.2276,0.2276,0.1859,0.1827
52,25,157,0.1379,0.1827,0.2276,0.1346
53,25,160,0.2276,0.08636,0.1794,0.2276
54,25,163,0.1794,0.1827,0.1964,0.2276
55,25,166,0.1827,0.1517,0.1032,0.1584
56,25,169,0.2276,0.1437,0.2276,0.1332
57,25,172,0.1346,0.1827,0.1827,0.1379
58,25,175,0.1346,0.1794,0.1827,0.2276
59,25,178,0.2276,0.2276,0.1346,0.2276
60,25,181,0.2276,0.1889,0.1827,0.1346
61,25,184,0.1346,0.2276,0.1346,0.04486
62,25,187,0.1827,0.08972,0.1794,0.1379
63,25,190,0.04486,0.1379,0.2276,0.1827
64,25,193,0.08972,0.1379,0.1827,0.04486
65,25,196,0.08972,0.1827,0.1379,0.1379
66,25,199,0.1827,0.1794,0.08972,0.093
67,25,202,0.093,0.08972,0.1346,0.1827
68,25,205,0.1794,0.2276,0.2276,0.1794
69,25,208,0.1346,0.1827,0.04814,0.1827
70,25,211,0.1379,0.2276,0.1379,0.1379
71,25,214,0.1827,0.093,0.1379,0.2276
72,25,217,0.1794,0.1346,0.04486,0.2276
73,25,220,0.1827,0.1346,0.04486,0.1827
74,25,223,0.2276,0.1827,0.1794,0.04486
75,25,226,0.08972,0.08972,0.2276,0.1379
76,25,229,0.04486,0.1379,0.04486,0.08972
77,25,232,0.1827,0.1379,0.2276,0.1827
78,25,235,0.1379,0.04486,0.1346,0.08972
79,25,238,0.1827,0.1827,0.1379,0.1379
80,25,241,0.08972,0.2276,0.1346,0.08972
81,25,244,0.08972,0.1346,0.093,0.2276
82,25,247,0.1794,0.2276,0.093,0.1379
83,25,250,0.08972,0.1827,0.1379,0.08972
84,25,253,0.1379,0.1794,0.1379,0.1379
85,25,256,0.1379,0.1827,0.1379,0.2276
86,25,259,0.08972,0.08972,0.1827,0.1827
87,25,262,0.04486,0.1794,0.093,0.2276
88,25,265,0.1827,0.1379,0.08972,0.1379
89,25,268,0.1827,0.08972,0.093,0.1379
90,25,271,0.04486,0.08972,0.2276,0.1346
91,25,274,0.1827,0.2276,0.08972,0.1827
92,25,277,0.1346,0.093,0.1379,0.1379
93,25,280,0.08972,0.1379,0.1827,0.2276
94,25,283,0.1827,0.093,0.1827,0.093
95,25,286,0.1379,0.1827,0.1379,0.093
96,25,289,0.1346,0.1827,0.1827,0.1379
97,25,292,0.08972,0.1379,0.1346,0.1827
98,25,295,0.2276,0.1379,0.1346,0.08972
99,25,298,0.1379,0.04486,0.1346,0.1827
,Dataset#,L,att_1,att_2,att_3,att_4
0,26,1,0.6655,0.6512,0.6476,0.6305
1,26,4,0.666,0.6694,0.6901,0.6828
2,26,7,0.68,0.6825,0.6531,0.6632
3,26,10,0.6946,0.6666,0.6633,0.6607
4,26,13,0.6703,0.6371,0.6825,0.6649
5,26,16,0.7031,0.6929,0.6447,0.6435
6,26,19,0.6562,0.6554,0.6182,0.6849
7,26,22,0.6305,0.6763,0.6077,0.647
8,26,25,0.645,0.6731,0.6453,0.5793
9,26,28,0.5773,0.5632,0.5796,0.5928
10,26,31,0.5952,0.6141,0.5632,0.5928
11,26,34,0.5577,0.6149,0.5889,0.5787
12,26,37,0.5632,0.5978,0.5778,0.5928
13,26,40,0.5632,0.5632,0.6183,0.5889
14,26,43,0.625,0.5632,0.5632,0.5843
15,26,46,0.5734,0.5631,0.5632,0.6108
16,26,49,0.5653,0.5781,0.5632,0.5873
17,26,52,0.5843,0.591,0.5632,0.5843
18,26,55,0.5928,0.5632,0.5797,0.5632
19,26,58,0.5969,0.5632,0.5632,0.5922
20,26,61,0.5632,0.5632,0.5891,0.5935
21,26,64,0.5875,0.5811,0.5632,0.5632
22,26,67,0.5725,0.5632,0.5922,0.5771
23,26,70,0.5632,0.5632,0.5952,0.5863
24,26,73,0.5632,0.5632,0.6041,0.5771
25,26,76,0.5969,0.5632,0.5948,0.5813
26,26,79,0.6057,0.5908,0.5889,0.5952
27,26,82,0.5632,0.5632,0.5632,0.5632
28,26,85,0.5632,0.5632,0.5632,0.5632
29,26,88,0.5632,0.5632,0.6007,0.5632
30,26,91,0.5632,0.5632,0.5632,0.5763
31,26,94,0.5632,0.5632,0.5632,0.5723
32,26,97,0.5689,0.5632,0.5632,0.5632
33,26,100,0.5632,0.5632,0.5796,0.5632
34,26,103,0.5632,0.5632,0.5776,0.5632
35,26,106,0.5796,0.4701,0.599,0.592
36,26,109,0.5632,0.5632,0.5997,0.5655
37,26,112,0.5632,0.5668,0.5632,0.5858
38,26,115,0.5632,0.5766,0.5632,0.5718
39,26,118,0.6145,0.6038,0.5632,0.5632
40,26,121,0.5794,0.5632,0.5632,0.5632
41,26,124,0.5939,0.5632,0.5632,0.5632
42,26,127,0.5632,0.5632,0.5632,0.5859
43,26,130,0.5788,0.591,0.5889,0.5893
44,26,133,0.451,0.5632,0.5632,0.5632
45,26,136,0.5632,0.5632,0.5632,0.5811
46,26,139,0.5632,0.451,0.5632,0.5632
47,26,142,0.5632,0.5971,0.5998,0.5632
48,26,145,0.5632,0.5632,0.5632,0.5632
49,26,148,0.5632,0.5796,0.5632,0.5857
50,26,151,0.5632,0.5826,0.5632,0.5632
51,26,154,0.5632,0.6053,0.5632,0.5632
52,26,157,0.576,0.5828,0.5632,0.5632
53,26,160,0.5632,0.5632,0.5895,0.451
54,26,163,0.451,0.5632,0.5632,0.5632
55,26,166,0.5632,0.5632,0.627,0.5802
56,26,169,0.5632,0.551,0.5632,0.5632
57,26,172,0.5829,0.5533,0.5924,0.5632
58,26,175,0.5632,0.6024,0.5632,0.5632
59,26,178,0.5632,0.5632,0.5632,0.5632
60,26,181,0.5632,0.5632,0.5632,0.5632
61,26,184,0.5632,0.5632,0.5632,0.5815
62,26,187,0.5632,0.5632,0.5632,0.451
63,26,190,0.5632,0.5632,0.5632,0.5632
64,26,193,0.5632,0.5632,0.451,0.5632
65,26,196,0.5632,0.5632,0.5632,0.5632
66,26,199,0.3388,0.5632,0.5735,0.5632
67,26,202,0.5632,0.5632,0.5632,0.5632
68,26,205,0.451,0.5632,0.5632,0.3388
69,26,208,0.5632,0.451,0.5632,0.451
70,26,211,0.5632,0.5632,0.5632,0.451
71,26,214,0.5632,0.451,0.5632,0.5632
72,26,217,0.5632,0.5632,0.5632,0.451
73,26,220,0.451,0.5632,0.5632,0.451
74,26,223,0.5632,0.5632,0.451,0.451
75,26,226,0.5632,0.5632,0.451,0.5632
76,26,229,0.451,0.5632,0.5632,0.5632
77,26,232,0.5632,0.451,0.5632,0.451
78,26,235,0.451,0.5632,0.5632,0.451
79,26,238,0.5632,0.451,0.5632,0.5632
80,26,241,0.5632,0.451,0.3388,0.5632
81,26,244,0.451,0.5632,0.451,0.451
82,26,247,0.451,0.451,0.451,0.5632
83,26,250,0.451,0.5632,0.451,0.5632
84,26,253,0.451,0.5632,0.451,0.5632
85,26,256,0.3388,0.5632,0.5632,0.3388
86,26,259,0.5632,0.5632,0.3388,0.5632
87,26,262,0.5632,0.5632,0.3388,0.5632
88,26,265,0.451,0.451,0.451,0.5632
89,26,268,0.3367,0.3367,0.449,0.5632
90,26,271,0.5632,0.5632,0.3388,0.5632
91,26,274,0.3367,0.451,0.451,0.5632
92,26,277,0.5632,0.5632,0.451,0.3367
93,26,280,0.5632,0.5632,0.5632,0.451
94,26,283,0.5632,0.449,0.5632,0.451
95,26,286,0.5632,0.451,0.451,0.5632
96,26,289,0.451,0.451,0.449,0.5632
97,26,292,0.3388,0.3367,0.5632,0.5632
98,26,295,0.451,0.451,0.5632,0.2265
99,26,298,0.5632,0.449,0.5632,0.3367
,Dataset#,L,att_1,att_2,att_3,att_4
0,27,1,0.9109,0.8938,0.8561,0.9066
1,27,4,0.9324,0.9519,0.9411,0.9469
2,27,7,0.9535,0.9879,0.937,0.9457
3,27,10,0.928,0.9449,0.9509,0.9592
