,Dataset#,L,att_1,att_2,att_3,att_4
65,56,196,0.1299,0.1997,0.1299,0.08566
66,56,199,0.1301,0.1497,0.04292,0.04292
67,56,202,0.1783,0.04292,0.1728,0.163
68,56,205,0.1286,0.08566,0.08584,0.0606
69,56,208,0.215,0.08718,0.08566,0.214
70,56,211,0.08718,0.1299,0.1299,0.1599
71,56,214,0.1742,0.1301,0.08718,0.2171
72,56,217,0.2066,0.08566,0.04292,0.08718
73,56,220,0.087,0.1299,0.04292,0.04292
74,56,223,0,0.08566,0.1699,0.08852
75,56,226,0.1744,0.04426,0.04292,0
76,56,229,0.08566,0.1299,0.08718,0.04274
77,56,232,0.08566,0.1301,0.1633,0.1742
78,56,235,0.04426,0.1314,0.08718,0.1314
79,56,238,0.04426,0.08566,0.1299,0.08718
80,56,241,0.1301,0.04274,0.087,0.08584
81,56,244,0.04292,0.04274,0.087,0.04426
82,56,247,0.08718,0.08718,0.08718,0.08718
83,56,250,0.08718,0.08584,0.08852,0.08584
84,56,253,0.08584,0,0.1301,0.1728
85,56,256,0.1301,0.08718,0.04426,0.1299
86,56,259,0.1299,0.1314,0,0.04426
87,56,262,0.04274,0.04426,0.1728,0.1299
88,56,265,0.1299,0,0.08718,0.08718
89,56,268,0,0.08566,0.08718,0.1031
90,56,271,0.087,0.1742,0.1286,0.087
91,56,274,0.04274,0,0.087,0.1728
92,56,277,0.08566,0.04292,0.1314,0.04426
93,56,280,0,0.1301,0.1301,0.04274
94,56,283,0.04426,0.08566,0.1299,0.087
95,56,286,0.04292,0.1742,0,0.1299
96,56,289,0.1301,0.08718,0.08718,0.1299
97,56,292,0.1286,0.08718,0.087,0.2171
98,56,295,0.04292,0.04292,0.08718,0.04426
99,56,298,0.08718,0.04292,0.08718,0.08718
,Dataset#,L,att_1,att_2,att_3,att_4
0,57,1,0.7587,0.7588,0.7534,0.7522
1,57,4,0.7926,0.7835,0.783,0.7787
2,57,7,0.7798,0.794,0.7816,0.7924
3,57,10,0.7932,0.7857,0.7705,0.7762
4,57,13,0.7785,0.787,0.7735,0.777
5,57,16,0.7828,0.7853,0.7744,0.7805
6,57,19,0.7919,0.7852,0.7881,0.781
7,57,22,0.7924,0.7719,0.7868,0.7787
8,57,25,0.775,0.785,0.7758,0.7872
9,57,28,0.7377,0.7853,0.7079,0.7823
10,57,31,0.7772,0.7901,0.7739,0.7841
11,57,34,0.7815,0.7311,0.7754,0.7612
12,57,37,0.7714,0.7354,0.7249,0.77
13,57,40,0.7774,0.7847,0.7231,0.7854
14,57,43,0.7591,0.734,0.7681,0.7784
15,57,46,0.7771,0.7705,0.7866,0.7753
16,57,49,0.786,0.7789,0.7084,0.7687
17,57,52,0.7862,0.765,0.7699,0.7885
18,57,55,0.6516,0.7799,0.7164,0.7761
19,57,58,0.7902,0.7743,0.7557,0.7772
20,57,61,0.7834,0.7733,0.7288,0.7711
21,57,64,0.7513,0.7802,0.7277,0.6116
22,57,67,0.693,0.7866,0.779,0.7619
23,57,70,0.7583,0.6687,0.7798,0.7188
24,57,73,0.7136,0.728,0.7735,0.7719
25,57,76,0.7347,0.7749,0.7187,0.7839
26,57,79,0.6676,0.7634,0.7768,0.7731
27,57,82,0.7712,0.7632,0.7627,0.7253
28,57,85,0.715,0.7714,0.6649,0.7202
29,57,88,0.706,0.772,0.6109,0.7394
30,57,91,0.7482,0.6774,0.7363,0.7126
31,57,94,0.729,0.7211,0.6568,0.7115
32,57,97,0.7456,0.7152,0.7139,0.7058
33,57,100,0.706,0.7652,0.5465,0.757
34,57,103,0.7308,0.7262,0.6699,0.7025
35,57,106,0.7193,0.607,0.743,0.7746
36,57,109,0.7348,0.6814,0.7415,0.6854
37,57,112,0.693,0.7879,0.7573,0.7079
38,57,115,0.6806,0.7023,0.774,0.7402
39,57,118,0.7653,0.7669,0.7001,0.7225
40,57,121,0.6948,0.7151,0.7158,0.7092
41,57,124,0.7012,0.7237,0.7032,0.7611
42,57,127,0.7176,0.7195,0.7103,0.7722
43,57,130,0.6943,0.7683,0.5603,0.7055
44,57,133,0.6847,0.6365,0.762,0.6636
45,57,136,0.6952,0.6961,0.6597,0.6493
46,57,139,0.6622,0.7028,0.7081,0.7188
47,57,142,0.7754,0.6623,0.7294,0.7018
48,57,145,0.5907,0.6547,0.5518,0.7524
49,57,148,0.7637,0.717,0.6054,0.7629
50,57,151,0.7056,0.6472,0.715,0.653
51,57,154,0.69,0.7533,0.6599,0.7494
52,57,157,0.5772,0.6443,0.6595,0.656
53,57,160,0.6895,0.7516,0.6505,0.7529
54,57,163,0.646,0.7044,0.6735,0.7618
55,57,166,0.746,0.6553,0.6032,0.7077
56,57,169,0.6777,0.5885,0.5169,0.2379
57,57,172,0.2982,0.3055,0.2545,0.3978
58,57,175,0.1532,0.4365,0.2025,0.2014
59,57,178,0.3504,0.3032,0.1007,0.1007
60,57,181,0.4337,0.2014,0.2025,0.3
61,57,184,0.2542,0.3464,0.2014,0.2457
62,57,187,0.3032,0.3032,0.3032,0.1007
63,57,190,0.3997,0.1535,0.1018,0.1443
64,57,193,0.2014,0.2444,0.6423,0.1509
65,57,196,0.1007,0.14,0.2379,0.1469
66,57,199,0.4983,0.2489,0.1544,0.3545
67,57,202,0.4128,0.1007,0.1007,0.2014
68,57,205,0.1354,0.2896,0.1333,0
69,57,208,0.1007,0.2531,0.2474,0.1018
70,57,211,0.5244,0.1389,0.4402,0.2564
71,57,214,0.1018,0.2924,0.1626,0.2014
72,57,217,0,0.1538,0.2014,0.2923
73,57,220,0.2556,0.1007,0.1485,0.1007
74,57,223,0,0.2025,0.1007,0.1007
75,57,226,0.3439,0.2014,0,0.1007
76,57,229,0,0.2521,0,0
77,57,232,0.2025,0.2014,0.1018,0
78,57,235,0.2471,0.3003,0.2014,0.1451
79,57,238,0,0.2014,0.1018,0.2464
80,57,241,0.3032,0.3021,0.2014,0.3032
81,57,244,0.2025,0.2014,0,0
82,57,247,0.2014,0,0.1018,0.1007
83,57,250,0,0.1018,0.2014,0.3032
84,57,253,0.1007,0.1007,0,0
85,57,256,0.1007,0.1007,0.1007,0.3032
86,57,259,0.1007,0.1007,0.2014,0.1007
87,57,262,0.1018,0.1007,0.3021,0.1018
88,57,265,0,0.2025,0.2025,0.1018
89,57,268,0,0.1007,0.1007,0.3021
90,57,271,0.1018,0,0,0.2025
91,57,274,0,0.1007,0.1007,0.2014
92,57,277,0.3021,0.1007,0.1007,0
93,57,280,0.1007,0.3021,0.1007,0
94,57,283,0.2014,0.2014,0.1007,0
95,57,286,0,0.2014,0.1007,0.2014
96,57,289,0.2014,0.1007,0.4028,0
97,57,292,0.2025,0.1007,0.2025,0.1007
98,57,295,0.1007,0.1007,0.1007,0.1018
99,57,298,0,0.1007,0.1007,0.2014
,Dataset#,L,att_1,att_2,att_3,att_4
0,58,1,0.42,0.4187,0.4218,0.4139
1,58,4,0.4564,0.4386,0.4444,0.4397
2,58,7,0.4505,0.4705,0.4471,0.4428
3,58,10,0.4278,0.4373,0.4375,0.4438
4,58,13,0.4361,0.4438,0.4411,0.4586
5,58,16,0.4402,0.4339,0.4098,0.4416
6,58,19,0.4478,0.4297,0.4406,0.4549
7,58,22,0.4556,0.4439,0.4516,0.4406
8,58,25,0.4262,0.4385,0.4588,0.3917
9,58,28,0.4057,0.4223,0.4354,0.4519
10,58,31,0.4015,0.4029,0.411,0.4362
11,58,34,0.3988,0.4338,0.3876,0.4185
12,58,37,0.4296,0.3961,0.3946,0.4073
13,58,40,0.3837,0.3973,0.3969,0.4298
14,58,43,0.3639,0.4301,0.435,0.4218
15,58,46,0.4345,0.4309,0.429,0.3681
16,58,49,0.4515,0.4387,0.3123,0.3825
17,58,52,0.4463,0.3298,0.3852,0.4442
18,58,55,0.4002,0.3091,0.3408,0.3427
19,58,58,0.3851,0.3995,0.3772,0.3401
20,58,61,0.3914,0.4329,0.4118,0.4053
21,58,64,0.4173,0.4637,0.402,0.397
22,58,67,0.3239,0.4434,0.3882,0.354
23,58,70,0.4059,0.4224,0.3943,0.4263
24,58,73,0.4042,0.3894,0.4557,0.3786
25,58,76,0.4046,0.3677,0.3972,0.3419
26,58,79,0.3314,0.3112,0.3289,0.4539
27,58,82,0.3851,0.3841,0.3174,0.4022
28,58,85,0.3591,0.3576,0.3808,0.4106
29,58,88,0.4302,0.3344,0.4115,0.4018
30,58,91,0.3025,0.3686,0.393,0.3624
31,58,94,0.3669,0.3612,0.4025,0.3861
32,58,97,0.4056,0.3827,0.3769,0.3637
33,58,100,0.3598,0.323,0.3636,0.3429
34,58,103,0.3592,0.3531,0.3914,0.4493
35,58,106,0.4219,0.3999,0.4347,0.346
36,58,109,0.3293,0.4429,0.3248,0.3894
37,58,112,0.3686,0.3845,0.3617,0.4377
38,58,115,0.3074,0.3041,0.3737,0.3629
39,58,118,0.4115,0.3285,0.3703,0.3922
40,58,121,0.3896,0.2415,0.3609,0.4008
41,58,124,0.329,0.3587,0.3716,0.3364
42,58,127,0.361,0.4281,0.3672,0.3058
43,58,130,0.3743,0.2598,0.3302,0.3881
44,58,133,0.3722,0.3271,0.4218,0.3505
45,58,136,0.2667,0.3903,0.3773,0.2613
46,58,139,0.3453,0.3218,0.3218,0.4303
47,58,142,0.3505,0.3338,0.363,0.3634
48,58,145,0.4124,0.3583,0.365,0.3803
49,58,148,0.3283,0.4023,0.3295,0.3543
50,58,151,0.2697,0.3572,0.3399,0.3453
51,58,154,0.3668,0.275,0.3498,0.3624
52,58,157,0.2977,0.2915,0.3628,0.2951
53,58,160,0.3338,0.3664,0.3814,0.3305
54,58,163,0.3504,0.3965,0.4207,0.3866
55,58,166,0.2786,0.3298,0.3636,0.2917
56,58,169,0.2638,0.371,0.2462,0.2327
57,58,172,0.1749,0.3663,0.2338,0.1749
58,58,175,0.05784,0.2502,0.1749,0.1746
59,58,178,0.2651,0.2327,0.1168,0.1749
60,58,181,0.2461,0.1746,0.176,0.1168
61,58,184,0.2338,0.1462,0.2338,0.2338
62,58,187,0.1735,0.1157,0.2325,0.2917
63,58,190,0.1749,0.1168,0.117,0.3012
64,58,193,0.2338,0.117,0.1749,0.1157
65,58,196,0.2325,0,0.1157,0.05784
66,58,199,0.0592,0.1182,0.05896,0.1168
67,58,202,0.117,0.117,0.05784,0.176
68,58,205,0.2917,0.2917,0.05784,0.1746
69,58,208,0.05784,0.1157,0.2327,0.0592
70,58,211,0.176,0.2338,0.1168,0
71,58,214,0.2338,0.2917,0.176,0.1168
72,58,217,0.2325,0.2917,0.117,0.1746
73,58,220,0.176,0.05784,0.1487,0.05896
74,58,223,0.1749,0.176,0.1157,0.2917
75,58,226,0.117,0.176,0.1746,0.2338
76,58,229,0.2338,0.2338,0.2325,0.2327
77,58,232,0.2688,0.2338,0.176,0.1746
78,58,235,0.05784,0.176,0.05784,0.117
79,58,238,0.05896,0.117,0.1749,0.2338
80,58,241,0.1735,0.1157,0.2338,0.2338
81,58,244,0.117,0.2338,0.176,0.1182
82,58,247,0.1157,0.1746,0.2917,0.1168
83,58,250,0.1746,0.05784,0.117,0.1746
84,58,253,0.1168,0.2338,0.1749,0.2917
85,58,256,0.176,0.2338,0.2917,0.2917
86,58,259,0.2338,0.1746,0.1749,0
87,58,262,0.2327,0.1168,0.1157,0.05784
88,58,265,0.1157,0.1749,0.1182,0.05896
89,58,268,0.176,0.1749,0.1746,0.2338
90,58,271,0.176,0.1157,0.05896,0.1735
91,58,274,0.1735,0.1157,0,0.2338
92,58,277,0.1746,0.2917,0.1749,0.1157
93,58,280,0.117,0.176,0.05896,0.1157
94,58,283,0.2338,0.176,0.1157,0.05784
95,58,286,0.1746,0.176,0.176,0.117
96,58,289,0.2327,0.1168,0.1746,0.1168
97,58,292,0.1746,0.1157,0.1749,0.2338
98,58,295,0.2338,0.2338,0.2338,0.1168
99,58,298,0.1746,0.1157,0.1746,0.2338
,Dataset#,L,att_1,att_2,att_3,att_4
0,59,1,0.9588,0.9614,0.9599,0.9587
1,59,4,0.958,0.9716,0.9801,0.966
2,59,7,0.9585,0.9682,0.9685,0.966
3,59,10,0.9609,0.9696,0.9651,0.9744
4,59,13,0.9713,0.9643,0.9581,0.96
5,59,16,0.9615,0.9665,0.9677,0.9593
6,59,19,0.9752,0.9723,0.9681,0.9722
7,59,22,0.9647,0.969,0.9605,0.9754
8,59,25,0.9594,0.9697,0.9638,0.9661
9,59,28,0.9738,0.8605,0.9694,0.9668
10,59,31,0.9725,0.9647,0.9605,0.8746
11,59,34,0.9665,0.9669,0.8727,0.8665
12,59,37,0.9636,0.865,0.8571,0.8678
13,59,40,0.8728,0.8516,0.8752,0.8705
14,59,43,0.6809,0.9767,0.8651,0.777
15,59,46,0.7798,0.9686,0.8702,0.7826
16,59,49,0.9501,0.8808,0.7613,0.857
17,59,52,0.9636,0.9611,0.7818,0.6736
18,59,55,0.6714,0.8727,0.7833,0.9634
19,59,58,0.6678,0.866,0.875,0.9577
20,59,61,0.8754,0.7766,0.9609,0.7846
21,59,64,0.8698,0.8632,0.8627,0.7744
22,59,67,0.9711,0.6678,0.7726,0.8696
23,59,70,0.7707,0.8639,0.6853,0.7802
24,59,73,0.6816,0.7684,0.9562,0.7864
25,59,76,0.7641,0.7789,0.5771,0.7786
26,59,79,0.7789,0.7639,0.9641,0.8695
27,59,82,0.861,0.6798,0.6758,0.7591
28,59,85,0.7645,0.5789,0.8539,0.6781
29,59,88,0.7596,0.6713,0.7636,0.576
30,59,91,0.9487,0.9654,0.6754,0.6723
31,59,94,0.8477,0.7653,0.8726,0.7606
32,59,97,0.7684,0.8366,0.5839,0.6837
33,59,100,0.7761,0.5876,0.6688,0.7779
34,59,103,0.8472,0.6803,0.7765,0.7734
35,59,106,0.7698,0.7706,0.7781,0.776
36,59,109,0.7654,0.6656,0.9612,0.576
37,59,112,0.9467,0.8543,0.663,0.7728
38,59,115,0.581,0.7664,0.589,0.755
39,59,118,0.8593,0.5863,0.7578,0.6546
40,59,121,0.8716,0.773,0.7666,0.7609
41,59,124,0.6845,0.7702,0.7759,0.5893
42,59,127,0.6605,0.674,0.9531,0.5822
43,59,130,0.7655,0.853,0.7741,0.6636
44,59,133,0.8604,0.7708,0.9579,0.7762
45,59,136,0.861,0.7659,0.8627,0.6764
46,59,139,0.6715,0.669,0.8663,0.7771
47,59,142,0.7695,0.8523,0.8542,0.775
48,59,145,0.7675,0.5863,0.6724,0.7532
49,59,148,0.6728,0.8719,0.684,0.8507
50,59,151,0.5883,0.8802,0.6756,0.7586
51,59,154,0.6607,0.7773,0.7534,0.6768
52,59,157,0.6861,0.9446,0.6685,0.8548
53,59,160,0.7675,0.7664,0.8726,0.7641
54,59,163,0.7431,0.5724,0.7663,0.7817
55,59,166,0.8437,0.8477,0.8663,0.6758
56,59,169,0.8645,0.8501,0.7694,0.6845
57,59,172,0.4894,0.6788,0.7587,0.5667
58,59,175,0.6499,0.4918,0.6781,0.4865
59,59,178,0.5672,0.3887,0.279,0.2915
60,59,181,0.3922,0.3851,0.5824,0.6793
61,59,184,0.3821,0.3821,0.09824,0.1958
62,59,187,0.4893,0.2937,0.4842,0.3875
63,59,190,0.1958,0.09718,0.1958,0.1954
64,59,193,0.1947,0.2937,0.09752,0.3912
65,59,196,0.3925,0.3805,0.1965,0.1954
66,59,199,0.1965,0.2937,0.3912,0.09824
67,59,202,0.1958,0.1947,0.294,0
68,59,205,0.2947,0.09824,0.3919,0.1958
69,59,208,0.2929,0.2929,0.1958,0.2937
70,59,211,0.1958,0.1958,0.1954,0.294
71,59,214,0.09824,0.1965,0.09824,0.09824
72,59,217,0.09824,0.09824,0.4894,0.09824
73,59,220,0.1965,0.09718,0.2947,0.09718
74,59,223,0.09824,0.1958,0.1958,0.1954
75,59,226,0.3912,0.294,0.09824,0.2947
76,59,229,0.294,0.09824,0.1954,0.09824
77,59,232,0,0.294,0.3912,0.294
78,59,235,0,0.09824,0.1954,0.1958
79,59,238,0.294,0.1954,0.1965,0.1947
80,59,241,0.1954,0.09718,0.4894,0
81,59,244,0.3912,0.1958,0.1954,0.1958
82,59,247,0.1958,0.2937,0.2937,0.1954
83,59,250,0.2947,0.1954,0,0.09718
84,59,253,0.2929,0.2937,0.09824,0.1954
85,59,256,0.1954,0.2947,0.3919,0.09752
86,59,259,0.294,0.1954,0.3922,0.294
87,59,262,0.2937,0.1954,0.2929,0.1954
88,59,265,0.2937,0.1958,0.3912,0.09824
89,59,268,0.3922,0.09752,0.09718,0.2929
90,59,271,0.3919,0.1947,0.09824,0.09824
91,59,274,0.09824,0.1954,0.09752,0.1954
92,59,277,0.2937,0.09824,0.1965,0.2937
93,59,280,0.1954,0.1954,0.09824,0.294
94,59,283,0.1958,0.09824,0.09824,0.1947
95,59,286,0.3912,0.2937,0,0
96,59,289,0.2929,0.1954,0.2937,0.1947
97,59,292,0.09824,0,0.09824,0.09752
98,59,295,0.09824,0.3922,0.2929,0.09824
99,59,298,0.3919,0,0.294,0.09824
,Dataset#,L,att_1,att_2,att_3,att_4
0,60,1,0.4278,0.4284,0.4337,0.4252
1,60,4,0.4103,0.414,0.4333,0.4551
2,60,7,0.4296,0.4495,0.4434,0.4332
3,60,10,0.4197,0.4313,0.4474,0.4104
4,60,13,0.4126,0.4108,0.4265,0.4566
5,60,16,0.4115,0.4191,0.3816,0.4481
6,60,19,0.4357,0.4291,0.3897,0.4456
7,60,22,0.4306,0.4128,0.4421,0.3891
8,60,25,0.4347,0.4477,0.4389,0.435
9,60,28,0.3967,0.4322,0.3317,0.3649
10,60,31,0.445,0.4334,0.4198,0.4121
11,60,34,0.44,0.3815,0.4128,0.4122
12,60,37,0.418,0.4173,0.4285,0.3902
13,60,40,0.4311,0.4242,0.397,0.3894
14,60,43,0.4227,0.4322,0.3831,0.3737
15,60,46,0.4215,0.37,0.3943,0.3432
16,60,49,0.3434,0.4145,0.3897,0.4218
17,60,52,0.4213,0.3304,0.425,0.3853
18,60,55,0.3346,0.3047,0.4014,0.4358
19,60,58,0.3554,0.3749,0.432,0.374
20,60,61,0.4048,0.4083,0.3941,0.4146
21,60,64,0.3303,0.2859,0.4221,0.3613
22,60,67,0.3302,0.4131,0.4219,0.3005
23,60,70,0.3475,0.3583,0.3458,0.3155
24,60,73,0.3607,0.3714,0.3249,0.3896
25,60,76,0.3757,0.3961,0.4488,0.3558
26,60,79,0.3817,0.3308,0.4012,0.2663
27,60,82,0.3273,0.3642,0.3218,0.3712
28,60,85,0.4161,0.3749,0.36,0.3476
29,60,88,0.3743,0.3394,0.3992,0.3384
30,60,91,0.358,0.3347,0.3908,0.4026
31,60,94,0.2742,0.402,0.3331,0.2896
32,60,97,0.3675,0.3749,0.4068,0.3215
33,60,100,0.357,0.2679,0.3375,0.3345
34,60,103,0.3716,0.3401,0.2375,0.4013
35,60,106,0.2344,0.3473,0.3805,0.4067
36,60,109,0.3707,0.3506,0.3259,0.3922
37,60,112,0.3814,0.2981,0.2775,0.2395
38,60,115,0.3116,0.4264,0.2997,0.3167
39,60,118,0.3109,0.2035,0.4253,0.4106
40,60,121,0.3878,0.2992,0.3757,0.253
41,60,124,0.3825,0.3467,0.357,0.3647
42,60,127,0.3278,0.2251,0.2395,0.2891
43,60,130,0.3175,0.3312,0.394,0.4046
44,60,133,0.3132,0.2213,0.3045,0.2716
45,60,136,0.3826,0.2646,0.3068,0.4147
46,60,139,0.3475,0.3585,0.3413,0.3055
47,60,142,0.2539,0.3088,0.2471,0.3057
48,60,145,0.3387,0.3104,0.3318,0.3182
49,60,148,0.2942,0.2879,0.2249,0.2515
50,60,151,0.2918,0.3003,0.176,0.3554
51,60,154,0.2475,0.2987,0.2557,0.1322
52,60,157,0.3619,0.2004,0.3711,0.08906
53,60,160,0.2548,0.236,0.2337,0.3275
54,60,163,0.2568,0.2623,0.2496,0.2868
55,60,166,0.2651,0.1669,0.1835,0.3501
56,60,169,0.1665,0.2142,0.2797,0.22
57,60,172,0.2193,0.1762,0.1352,0.201
58,60,175,0.219,0.1335,0.1322,0.1316
59,60,178,0.1308,0.04316,0.239,0.04462
60,60,181,0.1322,0.04462,0.08906,0.08906
61,60,184,0.0876,0.08906,0.0876,0.0876
62,60,187,0.0876,0.08888,0.1337,0.1796
63,60,190,0.1322,0.2193,0.08906,0.1991
64,60,193,0.08906,0.0876,0.1263,0.04316
65,60,196,0.132,0,0.2299,0.08906
66,60,199,0.08924,0.08572,0.1337,0.126
67,60,202,0.04462,0.1768,0.1322,0.08888
68,60,205,0.0876,0.1582,0.08906,0.08778
69,60,208,0.08906,0.04444,0.1768,0
70,60,211,0.08778,0.08906,0.08778,0.08778
71,60,214,0.08906,0.2157,0.08906,0.1322
72,60,217,0.1729,0.04462,0.1768,0.04444
73,60,220,0,0.0876,0.04462,0.08778
74,60,223,0.2213,0.1324,0.1325,0.1337
75,60,226,0.1337,0.0876,0.1322,0.04462
76,60,229,0.08906,0.0876,0.04444,0.08778
77,60,232,0.08906,0.2127,0.08778,0.08906
78,60,235,0.08906,0.08888,0.1322,0.08924
79,60,238,0.1322,0.08906,0.0876,0.08888
80,60,241,0.1322,0.08906,0.08778,0.08906
81,60,244,0.08778,0.1335,0.1337,0.04444
82,60,247,0.08906,0.08888,0.1322,0
83,60,250,0.1335,0.04444,0.04462,0
84,60,253,0.04462,0.1324,0.08906,0.132
85,60,256,0.1767,0.04444,0.08906,0.1324
86,60,259,0,0,0.0876,0.0876
87,60,262,0.1322,0,0.04444,0.08924
88,60,265,0.08888,0,0.08906,0.04316
89,60,268,0,0.1781,0.1768,0.1781
90,60,271,0.1322,0.08924,0.08906,0
91,60,274,0.08906,0.132,0.04444,0.0876
92,60,277,0.04444,0.08778,0.0876,0.08906
93,60,280,0.08778,0.04444,0.08906,0.08888
94,60,283,0.08778,0.1335,0.04316,0.08778
95,60,286,0.04462,0.08906,0.08906,0.08924
96,60,289,0.08906,0,0.1768,0.1322
97,60,292,0.1337,0.08924,0.04462,0.08778
98,60,295,0.04316,0.04462,0.08906,0.04444
99,60,298,0.04316,0.04462,0.1322,0.08906
,Dataset#,L,att_1,att_2,att_3,att_4
0,61,1,0.284,0.2795,0.2641,0.2892
1,61,4,0.3265,0.3197,0.2764,0.3438
2,61,7,0.267,0.2403,0.2824,0.2885
3,61,10,0.268,0.2955,0.2907,0.248
4,61,13,0.2689,0.24,0.2616,0.2721
5,61,16,0.2974,0.2711,0.2809,0.1905
6,61,19,0.2765,0.2823,0.277,0.2573
7,61,22,0.2315,0.2256,0.1833,0.2704
8,61,25,0.2548,0.3408,0.1761,0.2943
9,61,28,0.2652,0.2374,0.2723,0.3122
10,61,31,0.2344,0.2509,0.2064,0.2075
11,61,34,0.196,0.2211,0.2317,0.1967
12,61,37,0.2753,0.2833,0.2455,0.2012
13,61,40,0.2482,0.2493,0.1285,0.103
14,61,43,0.2849,0.1696,0.2057,0.2477
15,61,46,0.2507,0.1636,0.281,0.1379
16,61,49,0.2268,0.1901,0.2578,0.1733
17,61,52,0.1544,0.1299,0.1496,0.1944
18,61,55,0.1322,0.1971,0.2327,0.2199
19,61,58,0.178,0.1589,0.1412,0.2118
20,61,61,0.2647,0.1495,0.2787,0.1671
21,61,64,0.1876,0.1369,0.1472,0.2098
22,61,67,0.1579,0.1601,0.1965,0.1938
23,61,70,0.142,0.1906,0.05074,0.1653
24,61,73,0.1712,0.07912,0.237,0.1907
25,61,76,0.1884,0.07922,0.1877,0.1471
26,61,79,0.1393,0.1827,0.1459,0.1541
27,61,82,0.153,0.2162,0.28,0.1317
28,61,85,0.1947,0.2205,0.2143,0.2398
29,61,88,0.1819,0.1045,0.1215,0.1806
30,61,91,0.1862,0.07874,0.1949,0.1688
31,61,94,0.1044,0.2285,0.136,0.1643
32,61,97,0.1566,0.1823,0.1341,0.1299
33,61,100,0.1494,0.1719,0.2104,0.1837
34,61,103,0.1062,0.1416,0.1334,0.1388
35,61,106,0.1193,0.134,0.1163,0.1727
36,61,109,0.1123,0.0718,0.1698,0.1348
37,61,112,0.1545,0.1748,0.1398,0.1123
38,61,115,0.103,0.2412,0.1176,0.1299
39,61,118,0.1045,0.1295,0.07416,0.07764
40,61,121,0.06976,0.1055,0.1143,0.1516
41,61,124,0.1933,0.119,0.1045,0.2214
42,61,127,0.2275,0.07912,0.1238,0.1044
43,61,130,0.05222,0.1865,0.1446,0.1841
44,61,133,0.1773,0.1466,0.164,0.05222
45,61,136,0.1799,0.1045,0.103,0.1027
46,61,139,0.103,0.1484,0.1421,0.1045
47,61,142,0.1527,0.1857,0.07922,0.167
48,61,145,0.12,0.1504,0.1491,0.1668
49,61,148,0.1593,0.1119,0.1751,0.1371
50,61,151,0.1457,0.1094,0.1988,0.103
51,61,154,0.103,0.103,0.2061,0.1408
52,61,157,0.1668,0.2031,0.1257,0.07564
53,61,160,0.0866,0.154,0.1823,0.07606
54,61,163,0.1044,0.1844,0.1299,0.1045
55,61,166,0.1027,0.05064,0.07986,0.1125
56,61,169,0.1442,0.1045,0.1299,0.09074
57,61,172,0.02542,0.05222,0.07764,0.1047
58,61,175,0.1299,0.109,0.07922,0.07912
59,61,178,0.103,0.05222,0.103,0.07606
60,61,181,0.02532,0.05232,0.07606,0.05064
61,61,184,0.05074,0.05074,0.0538,0.0269
62,61,187,0.0269,0.05222,0.07606,0.07912
63,61,190,0.07764,0.0269,0.1044,0.08256
64,61,193,0.05232,0.1045,0.05222,0.1045
65,61,196,0.07754,0.07764,0.1045,0.02532
66,61,199,0.07764,0.07754,0.05074,0.0538
67,61,202,0.07912,0.1299,0.0538,0.103
68,61,205,0.07764,0.05232,0.0269,0.05222
69,61,208,0.05222,0.07764,0.02532,0.07754
70,61,211,0.05232,0.07922,0.05074,0.07764
71,61,214,0.05232,0.07754,0.103,0.1338
72,61,217,0.05222,0.1299,0.07754,0.07764
73,61,220,0.103,0.103,0.05222,0.05064
74,61,223,0.05222,0.0269,0.103,0.07754
75,61,226,0.0269,0.1045,0.07922,0.05222
76,61,229,0.1044,0.1045,0.07764,0.05222
77,61,232,0.0269,0.07922,0.05064,0.07912
78,61,235,0.1045,0.07922,0.07754,0.1045
79,61,238,0.05232,0.1299,0.05222,0.07764
80,61,241,0.07764,0.05222,0.05232,0.05232
81,61,244,0.1045,0.07754,0.07606,0.02532
82,61,247,0.0538,0.05232,0.103,0.05222
83,61,250,0.1045,0.0269,0.1045,0.07912
84,61,253,0.1299,0.05232,0.07754,0.05222
85,61,256,0.07606,0.05064,0.103,0.05064
86,61,259,0.05222,0.07764,0.07764,0.05222
87,61,262,0.07764,0.05074,0.02532,0.07606
88,61,265,0.1045,0.1299,0.02532,0.07606
89,61,268,0.07764,0.07764,0.0269,0.07764
90,61,271,0.02532,0.02532,0.07764,0.1299
91,61,274,0.07764,0.07764,0.07764,0.07764
92,61,277,0.05064,0.05222,0.07754,0.07764
93,61,280,0.07606,0.02532,0.05222,0.1045
94,61,283,0.07764,0.05074,0.0269,0.103
95,61,286,0.1045,0.0538,0.02542,0
96,61,289,0.0538,0.0269,0.0269,0.05222
97,61,292,0.05222,0.05232,0.05222,0.1044
98,61,295,0.1299,0.02542,0.07922,0.0538
99,61,298,0.07764,0.07606,0.07764,0.07764
,Dataset#,L,att_1,att_2,att_3,att_4
0,62,1,0.8029,0.797,0.7778,0.7944
1,62,4,0.8324,0.8284,0.8261,0.8468
2,62,7,0.8236,0.8253,0.8372,0.8247
3,62,10,0.8121,0.8295,0.8417,0.8339
4,62,13,0.8157,0.825,0.8334,0.8284
5,62,16,0.8308,0.8315,0.8112,0.8087
6,62,19,0.8359,0.8457,0.8156,0.8259
7,62,22,0.7954,0.7282,0.827,0.8298
8,62,25,0.8029,0.6518,0.7474,0.8215
9,62,28,0.7242,0.7244,0.8271,0.7232
10,62,31,0.7183,0.7326,0.7442,0.636
