,Dataset#,L,att_1,att_2,att_3,att_4
36,13,109,0.4246,0.4199,0.3974,0.39
37,13,112,0.3482,0.3945,0.3985,0.398
38,13,115,0.393,0.389,0.4154,0.3868
39,13,118,0.3785,0.3949,0.4064,0.4349
40,13,121,0.4306,0.4268,0.404,0.4325
41,13,124,0.3739,0.4181,0.4212,0.3658
42,13,127,0.3757,0.4001,0.4232,0.4338
43,13,130,0.4011,0.3851,0.3909,0.4152
44,13,133,0.4006,0.4075,0.4056,0.3941
45,13,136,0.3878,0.3998,0.4095,0.3917
46,13,139,0.3811,0.4358,0.4031,0.4066
47,13,142,0.3902,0.419,0.4005,0.4085
48,13,145,0.3975,0.3938,0.4008,0.3898
49,13,148,0.4432,0.4658,0.3807,0.3801
50,13,151,0.3873,0.3587,0.3361,0.3688
51,13,154,0.3515,0.4071,0.4222,0.3988
52,13,157,0.415,0.4025,0.4033,0.427
53,13,160,0.405,0.4284,0.3975,0.3795
54,13,163,0.4501,0.3877,0.4247,0.3902
55,13,166,0.3697,0.4015,0.415,0.3897
56,13,169,0.4207,0.3881,0.407,0.4173
57,13,172,0.3816,0.4314,0.3676,0.3956
58,13,175,0.4222,0.4585,0.4023,0.3488
59,13,178,0.4278,0.4397,0.4317,0.4391
60,13,181,0.3553,0.3684,0.3808,0.3754
61,13,184,0.4318,0.3775,0.3836,0.4083
62,13,187,0.4282,0.4052,0.3373,0.4026
63,13,190,0.312,0.401,0.3243,0.404
64,13,193,0.3888,0.3871,0.4491,0.3181
65,13,196,0.2901,0.3947,0.427,0.4112
66,13,199,0.3871,0.3878,0.4102,0.4226
67,13,202,0.3895,0.3933,0.3909,0.3031
68,13,205,0.4144,0.3233,0.4035,0.4081
69,13,208,0.3548,0.4051,0.3967,0.401
70,13,211,0.3124,0.3945,0.4112,0.374
71,13,214,0.3061,0.3281,0.4299,0.3859
72,13,217,0.3776,0.3933,0.3758,0.3422
73,13,220,0.4142,0.4019,0.4123,0.329
74,13,223,0.4221,0.272,0.421,0.3799
75,13,226,0.3795,0.4214,0.4179,0.3668
76,13,229,0.3495,0.3237,0.4061,0.4269
77,13,232,0.4414,0.4257,0.2881,0.3915
78,13,235,0.2345,0.4047,0.4076,0.4033
79,13,238,0.348,0.3369,0.4149,0.4712
80,13,241,0.4286,0.4204,0.3031,0.3341
81,13,244,0.406,0.3025,0.4154,0.3982
82,13,247,0.3238,0.409,0.3938,0.3468
83,13,250,0.4037,0.3965,0.3031,0.397
84,13,253,0.3066,0.3992,0.4243,0.3943
85,13,256,0.3473,0.3609,0.152,0.2465
86,13,259,0.405,0.2781,0.4107,0.3201
87,13,262,0.4518,0.2415,0.2466,0.3066
88,13,265,0.3479,0.4169,0.3675,0.3121
89,13,268,0.4211,0.1621,0.3031,0.3904
90,13,271,0.421,0.266,0.2976,0.2411
91,13,274,0.2034,0.3158,0.3382,0.1927
92,13,277,0.4048,0.2791,0.3252,0.4321
93,13,280,0.3833,0.3926,0.4074,0.3537
94,13,283,0.4045,0.3928,0.3917,0.2559
95,13,286,0.2434,0.4005,0.4024,0.2679
96,13,289,0.317,0.4076,0.3699,0.3605
97,13,292,0.4229,0.3298,0.3942,0.2628
98,13,295,0.3805,0.4039,0.3346,0.2645
99,13,298,0.4072,0.3433,0.2704,0.389
,Dataset#,L,att_1,att_2,att_3,att_4
0,14,1,0.1665,0.1627,0.1652,0.157
1,14,4,0.1723,0.1557,0.1847,0.1601
2,14,7,0.1629,0.1846,0.1555,0.1689
3,14,10,0.1736,0.1577,0.1676,0.1727
4,14,13,0.2009,0.1931,0.1692,0.176
5,14,16,0.1874,0.1709,0.1699,0.1668
6,14,19,0.1825,0.1861,0.1741,0.1697
7,14,22,0.1853,0.1781,0.1952,0.1804
8,14,25,0.1735,0.1786,0.1608,0.1631
9,14,28,0.1976,0.161,0.1694,0.1684
10,14,31,0.1814,0.1392,0.1858,0.1706
11,14,34,0.1763,0.1708,0.1616,0.1895
12,14,37,0.1726,0.1862,0.1559,0.1715
13,14,40,0.1869,0.1459,0.1727,0.1528
14,14,43,0.1859,0.1447,0.1714,0.1832
15,14,46,0.2102,0.1318,0.1692,0.1548
16,14,49,0.2062,0.1461,0.2018,0.1622
17,14,52,0.1661,0.2026,0.1561,0.166
18,14,55,0.1493,0.1694,0.1677,0.1665
19,14,58,0.1448,0.1728,0.1603,0.1393
20,14,61,0.167,0.1415,0.1471,0.1622
21,14,64,0.1652,0.1568,0.172,0.1695
22,14,67,0.1798,0.1273,0.1684,0.1714
23,14,70,0.1562,0.1716,0.1245,0.1708
24,14,73,0.1552,0.1267,0.126,0.1663
25,14,76,0.1615,0.1875,0.1606,0.1375
26,14,79,0.1805,0.1435,0.1629,0.1645
27,14,82,0.1483,0.1806,0.1273,0.158
28,14,85,0.1786,0.1535,0.1648,0.1259
29,14,88,0.1231,0.1558,0.1446,0.1795
30,14,91,0.1703,0.148,0.1577,0.1632
31,14,94,0.1447,0.1637,0.1735,0.1783
32,14,97,0.1486,0.2113,0.1371,0.1728
33,14,100,0.1606,0.1776,0.1953,0.1591
34,14,103,0.1577,0.1619,0.1674,0.1895
35,14,106,0.1543,0.1809,0.1697,0.1471
36,14,109,0.1773,0.1671,0.1383,0.1785
37,14,112,0.1763,0.1487,0.165,0.1485
38,14,115,0.1685,0.1524,0.1526,0.1678
39,14,118,0.1584,0.1486,0.1477,0.1492
40,14,121,0.1312,0.1343,0.1542,0.1557
41,14,124,0.1536,0.1726,0.166,0.1287
42,14,127,0.1826,0.1667,0.1665,0.1504
43,14,130,0.1779,0.1787,0.1584,0.1913
44,14,133,0.1339,0.1339,0.1315,0.1594
45,14,136,0.1648,0.1455,0.1261,0.1424
46,14,139,0.1748,0.1718,0.1602,0.1581
47,14,142,0.1573,0.1204,0.1802,0.1664
48,14,145,0.1483,0.1552,0.1315,0.1778
49,14,148,0.1266,0.1716,0.166,0.1371
50,14,151,0.1383,0.1209,0.05936,0.1111
51,14,154,0.1809,0.1189,0.1023,0.1162
52,14,157,0.1068,0.1325,0.1188,0.1285
53,14,160,0.1882,0.1551,0.1299,0.124
54,14,163,0.1361,0.1595,0.1359,0.1505
55,14,166,0.1473,0.1565,0.1272,0.1498
56,14,169,0.09338,0.161,0.1565,0.1321
57,14,172,0.1315,0.09114,0.1239,0.1312
58,14,175,0.1349,0.08606,0.1502,0.1695
59,14,178,0.1326,0.1275,0.1559,0.1483
60,14,181,0.1336,0.1101,0.1271,0.1141
61,14,184,0.09614,0.1579,0.1507,0.1314
62,14,187,0.1416,0.085,0.1572,0.1356
63,14,190,0.08724,0.1333,0.1483,0.1087
64,14,193,0.1548,0.17,0.1437,0.1621
65,14,196,0.1349,0.1591,0.151,0.1612
66,14,199,0.1801,0.1464,0.1825,0.04212
67,14,202,0.1389,0.1121,0.1254,0.1472
68,14,205,0.1648,0.176,0.1397,0.1715
69,14,208,0.1236,0.1501,0.1267,0.1752
70,14,211,0.1224,0.1506,0.1571,0.1675
71,14,214,0.1522,0.1163,0.1387,0.1146
72,14,217,0.1579,0.1031,0.1212,0.1035
73,14,220,0.09114,0.1402,0.1237,0.1575
74,14,223,0.1287,0.1229,0.1784,0.09826
75,14,226,0.1389,0.1608,0.1414,0.14
76,14,229,0.1405,0.141,0.112,0.1484
77,14,232,0.1188,0.09486,0.1477,0.1762
78,14,235,0.1565,0.1472,0.1261,0.128
79,14,238,0.1035,0.1561,0.1574,0.1675
80,14,241,0.1515,0.1033,0.128,0.1771
81,14,244,0.1565,0.1424,0.09388,0.1382
82,14,247,0.09234,0.124,0.1448,0.1025
83,14,250,0.1207,0.1236,0.1219,0.13
84,14,253,0.155,0.1434,0.1742,0.09576
85,14,256,0.1588,0.1364,0.127,0.1773
86,14,259,0.1224,0.1315,0.1363,0.06634
87,14,262,0.1416,0.1577,0.1436,0.0762
88,14,265,0.1152,0.1526,0.09334,0.1168
89,14,268,0.1494,0.137,0.1256,0.09724
90,14,271,0.1669,0.1137,0.1228,0.1124
91,14,274,0.1424,0.07,0.1273,0.1759
92,14,277,0.1261,0.1623,0.1523,0.1261
93,14,280,0.1248,0.1545,0.2083,0.1865
94,14,283,0.1379,0.07504,0.1266,0.1348
95,14,286,0.1476,0.1428,0.1237,0.1455
96,14,289,0.1279,0.134,0.0938,0.1183
97,14,292,0.052,0.1596,0.1403,0.118
98,14,295,0.1216,0.06418,0.1002,0.06216
99,14,298,0.1091,0.09114,0.1284,0.1001
,Dataset#,L,att_1,att_2,att_3,att_4
0,15,1,0.4791,0.5363,0.5077,0.4477
1,15,4,0.3579,0.3119,0.2965,0.2601
2,15,7,0.2482,0.2472,0.2882,0.2272
3,15,10,0.2536,0.2536,0.2432,0.2682
4,15,13,0.2536,0.2414,0.2623,0.2671
5,15,16,0.2272,0.2677,0.2641,0.2432
6,15,19,0.3122,0.2965,0.2482,0.2272
7,15,22,0.2432,0.2649,0.3884,0.2858
8,15,25,0.2498,0.2472,0.3165,0.2815
9,15,28,0.2906,0.3374,0.3534,0.2414
10,15,31,0.3017,0.3605,0.2536,0.3427
11,15,34,0.405,0.2913,0.3315,0.3456
12,15,37,0.2815,0.3167,0.3913,0.3122
13,15,40,0.3514,0.2414,0.2682,0.3115
14,15,43,0.2953,0.4017,0.2874,0.2682
15,15,46,0.3616,0.3379,0.3499,0.3308
16,15,49,0.3716,0.2425,0.2705,0.3379
17,15,52,0.322,0.3432,0.3614,0.3165
18,15,55,0.3438,0.3684,0.2882,0.2606
19,15,58,0.294,0.2976,0.2736,0.3088
20,15,61,0.3592,0.3186,0.3763,0.3165
21,15,64,0.3649,0.4326,0.3699,0.38
22,15,67,0.3764,0.2906,0.3935,0.3537
23,15,70,0.3121,0.3441,0.3716,0.3849
24,15,73,0.2947,0.4263,0.3864,0.3248
25,15,76,0.3438,0.3332,0.3333,0.4366
26,15,79,0.4125,0.3469,0.2879,0.4612
27,15,82,0.2801,0.2272,0.36,0.314
28,15,85,0.4466,0.4039,0.3603,0.3267
29,15,88,0.3312,0.3055,0.3847,0.3585
30,15,91,0.3847,0.4303,0.2923,0.3574
31,15,94,0.4114,0.4008,0.3908,0.3788
32,15,97,0.3525,0.3075,0.3032,0.3903
33,15,100,0.409,0.3605,0.2956,0.4132
34,15,103,0.2862,0.3322,0.3291,0.3859
35,15,106,0.3893,0.4237,0.508,0.2901
36,15,109,0.3667,0.3307,0.4346,0.4249
37,15,112,0.2809,0.3724,0.4372,0.3944
38,15,115,0.412,0.3246,0.3575,0.4606
39,15,118,0.3492,0.3373,0.3988,0.3975
40,15,121,0.3389,0.376,0.3152,0.4102
41,15,124,0.4173,0.3336,0.5048,0.3493
42,15,127,0.3832,0.356,0.5276,0.4344
43,15,130,0.4376,0.4355,0.3517,0.399
44,15,133,0.3702,0.3015,0.3656,0.3736
45,15,136,0.3718,0.4134,0.4487,0.4483
46,15,139,0.3911,0.4717,0.4509,0.3648
47,15,142,0.4022,0.3103,0.4244,0.4407
48,15,145,0.4474,0.2837,0.3642,0.4222
49,15,148,0.299,0.4127,0.3738,0.334
50,15,151,0.3757,0.4649,0.3127,0.4625
51,15,154,0.3857,0.4051,0.3422,0.3555
52,15,157,0.2486,0.2844,0.394,0.394
53,15,160,0.4676,0.4024,0.3899,0.3824
54,15,163,0.3895,0.3546,0.3564,0.4101
55,15,166,0.4363,0.375,0.3724,0.3845
56,15,169,0.4028,0.3352,0.3312,0.3722
57,15,172,0.2924,0.3461,0.3109,0.3247
58,15,175,0.3737,0.3551,0.4278,0.4774
59,15,178,0.3484,0.4272,0.4035,0.2924
60,15,181,0.3713,0.3392,0.3468,0.4241
61,15,184,0.4197,0.3794,0.416,0.3746
62,15,187,0.2516,0.3259,0.2991,0.3806
63,15,190,0.3687,0.4004,0.3642,0.3691
64,15,193,0.3331,0.4292,0.3277,0.3032
65,15,196,0.3822,0.415,0.3597,0.3951
66,15,199,0.3563,0.4197,0.3021,0.376
67,15,202,0.2968,0.3447,0.3497,0.2635
68,15,205,0.3747,0.3719,0.3504,0.338
69,15,208,0.3607,0.3698,0.3372,0.4113
70,15,211,0.4173,0.38,0.2766,0.4257
71,15,214,0.3973,0.3055,0.3692,0.4423
72,15,217,0.402,0.3504,0.4179,0.2847
73,15,220,0.357,0.4009,0.4371,0.3299
74,15,223,0.3842,0.3454,0.3341,0.3816
75,15,226,0.4172,0.3199,0.4219,0.4642
76,15,229,0.3593,0.37,0.3768,0.3595
77,15,232,0.3136,0.303,0.2466,0.2395
78,15,235,0.3763,0.3801,0.4355,0.2421
79,15,238,0.4266,0.1213,0.2943,0.3827
80,15,241,0.3021,0.4017,0.4635,0.2991
81,15,244,0.4148,0.4056,0.3695,0.2115
82,15,247,0.3858,0.4015,0.3442,0.2764
83,15,250,0.4004,0.2724,0.2836,0.3524
84,15,253,0.383,0.2758,0.3453,0.4033
85,15,256,0.3716,0.2606,0.4348,0.4457
86,15,259,0.3668,0.4447,0.1656,0.4132
87,15,262,0.3402,0.3579,0.4129,0.3203
88,15,265,0.3215,0.2757,0.3911,0.2575
89,15,268,0.3518,0.248,0.3527,0.2827
90,15,271,0.4118,0.2844,0.2755,0.2345
91,15,274,0.2106,0.2206,0.3399,0.2535
92,15,277,0.2583,0.2777,0.3482,0.2642
93,15,280,0.2634,0.2312,0.2125,0.394
94,15,283,0.1924,0.2757,0.3703,0.2876
95,15,286,0.3545,0.2373,0.2795,0.3366
96,15,289,0.2809,0.2641,0.378,0.1656
97,15,292,0.4506,0.1091,0.3416,0.3149
98,15,295,0.2538,0.1051,0.4193,0.33
99,15,298,0.2431,0.1879,0.2471,0.315
,Dataset#,L,att_1,att_2,att_3,att_4
0,16,1,0.8269,0.8291,0.8307,0.8461
1,16,4,0.8472,0.8533,0.8592,0.852
2,16,7,0.8526,0.8472,0.8486,0.8638
3,16,10,0.8636,0.8736,0.8467,0.8699
4,16,13,0.86,0.861,0.858,0.8647
5,16,16,0.8626,0.8617,0.8599,0.8695
6,16,19,0.8498,0.8497,0.837,0.858
7,16,22,0.8605,0.8533,0.8614,0.845
8,16,25,0.859,0.867,0.8558,0.8691
9,16,28,0.8567,0.8613,0.8668,0.8546
10,16,31,0.8651,0.8766,0.866,0.8695
11,16,34,0.8532,0.8563,0.865,0.8522
12,16,37,0.8511,0.8441,0.8549,0.8575
13,16,40,0.8594,0.8424,0.8544,0.8555
14,16,43,0.8527,0.8609,0.8449,0.8554
15,16,46,0.8568,0.8506,0.8656,0.8662
16,16,49,0.859,0.8621,0.8599,0.8769
17,16,52,0.8585,0.8556,0.8601,0.8508
18,16,55,0.8341,0.8351,0.841,0.8527
19,16,58,0.8709,0.8468,0.8582,0.8692
20,16,61,0.8471,0.8661,0.8522,0.8351
21,16,64,0.8534,0.8574,0.8658,0.857
22,16,67,0.8534,0.8676,0.8475,0.8628
23,16,70,0.853,0.863,0.8507,0.8646
24,16,73,0.8576,0.8409,0.8509,0.8649
25,16,76,0.842,0.8505,0.8621,0.8581
26,16,79,0.8618,0.8416,0.8609,0.8532
27,16,82,0.8462,0.8617,0.8631,0.8542
28,16,85,0.8492,0.8677,0.8479,0.8394
29,16,88,0.8406,0.8547,0.8476,0.8588
30,16,91,0.8604,0.8594,0.8581,0.8457
31,16,94,0.8526,0.8166,0.8564,0.8433
32,16,97,0.8483,0.8551,0.8479,0.8428
33,16,100,0.8558,0.8404,0.862,0.8673
34,16,103,0.8414,0.8562,0.8558,0.8531
35,16,106,0.8331,0.8585,0.868,0.8476
36,16,109,0.7837,0.8492,0.7997,0.8522
37,16,112,0.8342,0.8527,0.7851,0.8647
38,16,115,0.8386,0.8424,0.8494,0.8686
39,16,118,0.8496,0.8441,0.8584,0.8404
40,16,121,0.866,0.7938,0.8448,0.7873
41,16,124,0.8618,0.8458,0.8274,0.8533
42,16,127,0.855,0.8353,0.8447,0.8418
43,16,130,0.8367,0.7635,0.8506,0.7766
44,16,133,0.842,0.8477,0.7767,0.8498
45,16,136,0.8457,0.8702,0.8252,0.8497
46,16,139,0.8329,0.8525,0.8432,0.8297
47,16,142,0.8377,0.814,0.7861,0.8307
48,16,145,0.8522,0.8664,0.8402,0.8407
49,16,148,0.8294,0.8494,0.8136,0.8041
50,16,151,0.8243,0.8563,0.8427,0.7036
51,16,154,0.846,0.8376,0.8463,0.8519
52,16,157,0.7266,0.8265,0.8365,0.8134
53,16,160,0.7947,0.7809,0.8267,0.8337
54,16,163,0.794,0.7906,0.6777,0.7758
55,16,166,0.8437,0.6541,0.8393,0.8112
56,16,169,0.8633,0.786,0.8257,0.7768
57,16,172,0.7815,0.8646,0.8349,0.8454
58,16,175,0.8387,0.8446,0.7608,0.8373
59,16,178,0.7983,0.7792,0.8356,0.7798
60,16,181,0.785,0.83,0.8425,0.8061
61,16,184,0.7729,0.8143,0.7472,0.764
62,16,187,0.8311,0.7722,0.7031,0.7706
63,16,190,0.7891,0.8275,0.8247,0.7571
64,16,193,0.7671,0.8215,0.719,0.8221
65,16,196,0.7461,0.8172,0.8273,0.8423
66,16,199,0.7601,0.7892,0.788,0.8
67,16,202,0.7034,0.7134,0.7679,0.7648
68,16,205,0.7658,0.7712,0.7626,0.8327
69,16,208,0.851,0.8076,0.7749,0.7726
70,16,211,0.8494,0.7044,0.8506,0.8177
71,16,214,0.7259,0.7743,0.8055,0.6906
72,16,217,0.635,0.7162,0.7015,0.8134
73,16,220,0.7566,0.6962,0.7532,0.7703
74,16,223,0.8038,0.846,0.7705,0.8279
75,16,226,0.7844,0.8201,0.7822,0.7199
76,16,229,0.6468,0.7979,0.8323,0.6617
77,16,232,0.7466,0.7329,0.7899,0.592
78,16,235,0.662,0.8039,0.8233,0.8299
79,16,238,0.7806,0.8412,0.3857,0.7365
80,16,241,0.8423,0.8128,0.7048,0.6085
81,16,244,0.8311,0.763,0.8332,0.8217
82,16,247,0.7831,0.4974,0.715,0.6603
83,16,250,0.7403,0.8299,0.7509,0.6674
84,16,253,0.7107,0.6907,0.6043,0.7783
85,16,256,0.8358,0.692,0.608,0.8442
86,16,259,0.4831,0.5458,0.6498,0.6745
87,16,262,0.7167,0.7582,0.6908,0.6035
88,16,265,0.7852,0.5686,0.7805,0.6748
89,16,268,0.5015,0.7531,0.7608,0.5886
90,16,271,0.75,0.6948,0.5435,0.5602
91,16,274,0.721,0.7079,0.5607,0.8251
92,16,277,0.443,0.5283,0.8345,0.7257
93,16,280,0.73,0.7604,0.6083,0.7619
94,16,283,0.5747,0.6814,0.7678,0.664
95,16,286,0.55,0.5521,0.489,0.7845
96,16,289,0.4215,0.4991,0.5927,0.3732
97,16,292,0.8297,0.5917,0.6631,0.8256
98,16,295,0.5873,0.5273,0.5276,0.7036
99,16,298,0.5794,0.7135,0.5342,0.3378
,Dataset#,L,att_1,att_2,att_3,att_4
0,17,1,0.4523,0.441,0.4451,0.4504
1,17,4,0.4656,0.429,0.4626,0.449
2,17,7,0.4556,0.4308,0.4696,0.453
3,17,10,0.4585,0.4744,0.4805,0.4768
4,17,13,0.4859,0.4599,0.4841,0.4652
5,17,16,0.4673,0.4833,0.4626,0.469
6,17,19,0.4322,0.5274,0.5444,0.5094
7,17,22,0.5167,0.4784,0.4752,0.4589
8,17,25,0.5479,0.4967,0.422,0.4706
9,17,28,0.4885,0.5612,0.4883,0.5177
10,17,31,0.4837,0.505,0.4557,0.5403
11,17,34,0.5107,0.5013,0.5271,0.523
12,17,37,0.5553,0.5383,0.518,0.4961
13,17,40,0.5495,0.5189,0.4966,0.5238
14,17,43,0.5356,0.5311,0.5152,0.5078
15,17,46,0.5034,0.5091,0.5256,0.5276
16,17,49,0.5328,0.5094,0.4967,0.5564
17,17,52,0.5135,0.5928,0.5457,0.5213
18,17,55,0.5163,0.5135,0.4768,0.5004
19,17,58,0.5139,0.4943,0.538,0.5024
20,17,61,0.55,0.5401,0.483,0.5299
21,17,64,0.5734,0.5257,0.5559,0.517
22,17,67,0.4857,0.5542,0.5156,0.6
23,17,70,0.5444,0.5231,0.5385,0.5093
24,17,73,0.5701,0.5369,0.4438,0.4896
25,17,76,0.5497,0.5627,0.5042,0.573
26,17,79,0.4764,0.5434,0.5153,0.5226
27,17,82,0.5171,0.535,0.532,0.5307
28,17,85,0.5035,0.4709,0.5506,0.5301
29,17,88,0.5216,0.4627,0.484,0.5361
30,17,91,0.5368,0.6035,0.5155,0.5511
31,17,94,0.5174,0.5294,0.5276,0.5172
32,17,97,0.5817,0.5198,0.5312,0.5007
33,17,100,0.5365,0.5101,0.503,0.5097
34,17,103,0.5185,0.5463,0.5608,0.4951
35,17,106,0.4816,0.5698,0.473,0.4456
36,17,109,0.4821,0.5264,0.5112,0.4751
37,17,112,0.5566,0.5087,0.4819,0.5419
38,17,115,0.442,0.5158,0.5084,0.4467
39,17,118,0.4955,0.5163,0.4892,0.4517
40,17,121,0.5285,0.5334,0.5209,0.5108
41,17,124,0.4677,0.48,0.5979,0.5345
42,17,127,0.4395,0.5316,0.4988,0.4446
43,17,130,0.4967,0.528,0.4363,0.4599
44,17,133,0.5532,0.4862,0.4393,0.5271
45,17,136,0.4984,0.5056,0.5538,0.4898
46,17,139,0.484,0.428,0.4652,0.5471
47,17,142,0.5426,0.4727,0.5767,0.5038
48,17,145,0.4782,0.5293,0.5526,0.3808
49,17,148,0.4446,0.5345,0.46,0.5562
50,17,151,0.483,0.4923,0.4436,0.5535
51,17,154,0.5742,0.4412,0.5455,0.4806
52,17,157,0.5179,0.4549,0.4298,0.4614
53,17,160,0.4323,0.4769,0.5033,0.4484
54,17,163,0.4681,0.5073,0.4947,0.383
55,17,166,0.4314,0.4626,0.4993,0.5821
56,17,169,0.4823,0.5169,0.4849,0.4561
57,17,172,0.4912,0.4736,0.5179,0.4516
58,17,175,0.5125,0.5154,0.5066,0.5605
59,17,178,0.5364,0.4488,0.4759,0.4739
60,17,181,0.5359,0.3953,0.4364,0.484
61,17,184,0.5199,0.4717,0.39,0.4836
62,17,187,0.4734,0.4531,0.4615,0.455
63,17,190,0.4586,0.4598,0.4612,0.4772
64,17,193,0.4684,0.3654,0.4606,0.461
65,17,196,0.3889,0.5456,0.5297,0.4687
66,17,199,0.4847,0.4723,0.4329,0.4766
67,17,202,0.4683,0.3559,0.5029,0.4223
68,17,205,0.4157,0.4958,0.44,0.4965
69,17,208,0.4556,0.472,0.566,0.4753
70,17,211,0.5038,0.3845,0.4949,0.4743
71,17,214,0.4204,0.4515,0.5306,0.4897
72,17,217,0.4744,0.4027,0.436,0.4526
73,17,220,0.3982,0.4978,0.4697,0.5625
74,17,223,0.4637,0.4118,0.4883,0.5035
75,17,226,0.4949,0.3991,0.4829,0.4359
76,17,229,0.4382,0.3888,0.4083,0.4637
77,17,232,0.4603,0.4891,0.489,0.3364
78,17,235,0.4236,0.5234,0.5429,0.4466
79,17,238,0.4843,0.4321,0.471,0.4617
80,17,241,0.481,0.4457,0.3611,0.3661
81,17,244,0.5159,0.4516,0.4803,0.4259
82,17,247,0.463,0.3399,0.4991,0.3806
83,17,250,0.4992,0.281,0.4581,0.4722
84,17,253,0.3528,0.3638,0.3422,0.4223
85,17,256,0.466,0.4921,0.4036,0.4335
86,17,259,0.4755,0.4425,0.4741,0.3857
87,17,262,0.4536,0.5267,0.4697,0.5004
88,17,265,0.3443,0.35,0.4171,0.4213
89,17,268,0.4385,0.311,0.5167,0.4014
90,17,271,0.3988,0.4976,0.4462,0.3148
91,17,274,0.4298,0.3708,0.4112,0.4514
92,17,277,0.4284,0.2192,0.2624,0.4172
93,17,280,0.394,0.5195,0.4067,0.3015
94,17,283,0.4501,0.476,0.4911,0.3792
95,17,286,0.3347,0.4616,0.3872,0.4112
96,17,289,0.369,0.381,0.4407,0.3697
97,17,292,0.3187,0.4944,0.3021,0.2837
98,17,295,0.3517,0.4346,0.3814,0.4591
99,17,298,0.3996,0.256,0.4664,0.3952
,Dataset#,L,att_1,att_2,att_3,att_4
0,18,1,0.2999,0.2809,0.2858,0.2625
1,18,4,0.4383,0.434,0.4226,0.3927
2,18,7,0.4372,0.4194,0.4331,0.4153
3,18,10,0.408,0.4065,0.4227,0.4537
4,18,13,0.405,0.4428,0.389,0.4178
5,18,16,0.3947,0.3958,0.4253,0.4208
6,18,19,0.4176,0.4086,0.4547,0.4465
7,18,22,0.4421,0.4301,0.438,0.425
8,18,25,0.4173,0.4343,0.4428,0.4113
9,18,28,0.4256,0.446,0.4276,0.4331
10,18,31,0.4035,0.3594,0.4443,0.4447
11,18,34,0.4488,0.3555,0.389,0.4359
12,18,37,0.4321,0.4348,0.4322,0.3533
13,18,40,0.4122,0.4127,0.4023,0.3669
14,18,43,0.4355,0.4225,0.3889,0.445
15,18,46,0.4382,0.4024,0.4278,0.4208
16,18,49,0.4576,0.4315,0.3958,0.4
17,18,52,0.4305,0.4605,0.4381,0.4109
18,18,55,0.4194,0.4311,0.3758,0.4359
19,18,58,0.439,0.4155,0.4532,0.4242
20,18,61,0.3566,0.4565,0.3849,0.4569
21,18,64,0.4395,0.3943,0.418,0.4223
22,18,67,0.4282,0.4537,0.4104,0.4488
23,18,70,0.4321,0.4193,0.4289,0.4269
24,18,73,0.4286,0.3833,0.4395,0.3731
25,18,76,0.3992,0.4243,0.4172,0.3359
26,18,79,0.3159,0.4126,0.4415,0.3911
27,18,82,0.4172,0.4227,0.4033,0.4408
28,18,85,0.4112,0.3976,0.4067,0.4504
29,18,88,0.4605,0.4172,0.4048,0.4362
30,18,91,0.3614,0.4258,0.4409,0.4344
31,18,94,0.4067,0.4028,0.3739,0.4697
32,18,97,0.4159,0.4228,0.439,0.4376
33,18,100,0.4142,0.4208,0.4405,0.4688
34,18,103,0.4073,0.4186,0.4533,0.3729
35,18,106,0.4585,0.3893,0.4135,0.3994
36,18,109,0.4572,0.4035,0.44,0.3476
37,18,112,0.3058,0.4448,0.3505,0.3836
38,18,115,0.3337,0.4226,0.2912,0.368
39,18,118,0.3221,0.3679,0.4076,0.3864
40,18,121,0.4291,0.3835,0.4263,0.4409
41,18,124,0.4238,0.3811,0.2303,0.4498
42,18,127,0.451,0.1714,0.3231,0.3915
43,18,130,0.4411,0.4152,0.4036,0.4187
44,18,133,0.4018,0.2818,0.4187,0.3434
45,18,136,0.4194,0.3778,0.3824,0.4566
46,18,139,0.3319,0.4267,0.4364,0.4177
47,18,142,0.399,0.365,0.361,0.4467
48,18,145,0.3296,0.3944,0.2243,0.4086
49,18,148,0.2634,0.3164,0.3564,0.3833
50,18,151,0.2786,0.3523,0.2693,0.3941
51,18,154,0.442,0.3947,0.4103,0.3477
52,18,157,0.4507,0.4192,0.4042,0.2575
53,18,160,0.3604,0.4411,0.36,0.3282
54,18,163,0.3736,0.2967,0.3246,0.2032
55,18,166,0.4072,0.3836,0.3179,0.3618
56,18,169,0.4097,0.3291,0.4507,0.3368
57,18,172,0.3309,0.3009,0.3685,0.4388
58,18,175,0.3355,0.3531,0.3296,0.3194
59,18,178,0.3852,0.3838,0.4341,0.1679
60,18,181,0.3026,0.466,0.2529,0.4332
61,18,184,0.3069,0.2971,0.3603,0.3272
62,18,187,0.1677,0.3929,0.3497,0.3396
63,18,190,0.2668,0.441,0.2451,0.2264
64,18,193,0.3581,0.4183,0.3034,0.3367
65,18,196,0.308,0.2223,0.3379,0.3279
66,18,199,0.3298,0.3499,0.3814,0.3713
67,18,202,0.3282,0.2478,0.3371,0.2853
68,18,205,0.2785,0.4181,0.3674,0.3787
69,18,208,0.3176,0.2584,0.3467,0.4108
70,18,211,0.3022,0.3611,0.129,0.335
71,18,214,0.2978,0.4168,0.2041,0.3488
72,18,217,0.2671,0.3007,0.2805,0.304
73,18,220,0.3817,0.3461,0.2958,0.3868
74,18,223,0.3035,0.2857,0.3395,0.4259
75,18,226,0.3097,0.2684,0.3009,0.3478
76,18,229,0.4081,0.3889,0.191,0.2748
