,Dataset#,L,att_1,att_2,att_3,att_4
86,1,259,0.4616,0.3587,0.6224,0.595
87,1,262,0.549,0.5035,0.6189,0.6462
88,1,265,0.4682,0.6445,0.5544,0.5735
89,1,268,0.5569,0.4834,0.5758,0.6541
90,1,271,0.6197,0.5817,0.5209,0.6069
91,1,274,0.5989,0.5973,0.6542,0.5092
92,1,277,0.4918,0.6606,0.5819,0.5543
93,1,280,0.4785,0.6074,0.5023,0.5847
94,1,283,0.6483,0.6072,0.3804,0.4566
95,1,286,0.4093,0.5974,0.5009,0.5932
96,1,289,0.5955,0.5093,0.3451,0.6265
97,1,292,0.2425,0.594,0.5544,0.4867
98,1,295,0.4923,0.62,0.6012,0.4867
99,1,298,0.471,0.3623,0.4895,0.451
,Dataset#,L,att_1,att_2,att_3,att_4
0,2,1,0.6979,0.7135,0.713,0.7036
1,2,4,0.7294,0.7298,0.733,0.7303
2,2,7,0.7494,0.7456,0.7511,0.7447
3,2,10,0.7515,0.7544,0.751,0.7407
4,2,13,0.7521,0.7411,0.769,0.7514
5,2,16,0.7465,0.7622,0.7404,0.7434
6,2,19,0.7585,0.7399,0.7609,0.7479
7,2,22,0.7589,0.7617,0.7434,0.7548
8,2,25,0.7504,0.7429,0.7355,0.7479
9,2,28,0.7305,0.7494,0.7463,0.7172
10,2,31,0.7597,0.7564,0.7489,0.738
11,2,34,0.7515,0.7305,0.7729,0.7442
12,2,37,0.7829,0.7442,0.7702,0.7035
13,2,40,0.7032,0.7378,0.7568,0.7431
14,2,43,0.7339,0.7463,0.7434,0.7337
15,2,46,0.7566,0.7354,0.7457,0.7548
16,2,49,0.7486,0.6619,0.7106,0.6714
17,2,52,0.6885,0.6233,0.6663,0.6943
18,2,55,0.707,0.7716,0.7127,0.756
19,2,58,0.755,0.6713,0.6649,0.7024
20,2,61,0.7135,0.7304,0.6199,0.7512
21,2,64,0.7135,0.6492,0.6993,0.6345
22,2,67,0.6714,0.7325,0.6234,0.7051
23,2,70,0.7037,0.6692,0.7254,0.7461
24,2,73,0.7442,0.7136,0.6291,0.6624
25,2,76,0.6234,0.6874,0.7195,0.752
26,2,79,0.6799,0.7169,0.7076,0.6758
27,2,82,0.7584,0.6902,0.754,0.7174
28,2,85,0.6793,0.7524,0.7461,0.6774
29,2,88,0.6525,0.7178,0.6525,0.7114
30,2,91,0.7429,0.5987,0.6992,0.6835
31,2,94,0.7172,0.7248,0.7303,0.6611
32,2,97,0.7303,0.633,0.723,0.6486
33,2,100,0.6752,0.714,0.6748,0.6619
34,2,103,0.7119,0.7634,0.6607,0.7402
35,2,106,0.6939,0.64,0.712,0.6662
36,2,109,0.7191,0.7176,0.6276,0.6638
37,2,112,0.7284,0.6802,0.7085,0.7512
38,2,115,0.7497,0.6599,0.7196,0.6774
39,2,118,0.5548,0.6599,0.6796,0.6531
40,2,121,0.7315,0.6253,0.6373,0.723
41,2,124,0.6938,0.6947,0.6826,0.639
42,2,127,0.6711,0.6932,0.658,0.5548
43,2,130,0.6714,0.6351,0.6733,0.7525
44,2,133,0.6918,0.6854,0.6822,0.66
45,2,136,0.7166,0.6465,0.6345,0.7164
46,2,139,0.716,0.714,0.7607,0.6627
47,2,142,0.6255,0.7205,0.6557,0.687
48,2,145,0.7104,0.6351,0.664,0.7602
49,2,148,0.7214,0.7028,0.7044,0.7287
50,2,151,0.7453,0.7207,0.687,0.6587
51,2,154,0.7499,0.6692,0.73,0.6317
52,2,157,0.6415,0.6647,0.7204,0.7096
53,2,160,0.7431,0.6962,0.6833,0.698
54,2,163,0.5933,0.6234,0.6774,0.7026
55,2,166,0.7269,0.6527,0.6047,0.7356
56,2,169,0.6772,0.6564,0.723,0.5548
57,2,172,0.6729,0.6688,0.7037,0.6819
58,2,175,0.6962,0.6719,0.678,0.6486
59,2,178,0.6804,0.5548,0.6476,0.6328
60,2,181,0.6784,0.721,0.7197,0.716
61,2,184,0.7419,0.7301,0.7122,0.6801
62,2,187,0.7261,0.6829,0.7515,0.6425
63,2,190,0.6621,0.6616,0.7314,0.6909
64,2,193,0.7256,0.6276,0.6899,0.6884
65,2,196,0.6596,0.7232,0.7515,0.7206
66,2,199,0.7029,0.7099,0.6673,0.6679
67,2,202,0.6625,0.6586,0.6817,0.6823
68,2,205,0.6515,0.6248,0.6993,0.7598
69,2,208,0.7049,0.7259,0.7001,0.6751
70,2,211,0.6865,0.6449,0.7251,0.5933
71,2,214,0.7236,0.6784,0.6561,0.7724
72,2,217,0.5987,0.691,0.6458,0.7363
73,2,220,0.697,0.72,0.6194,0.6366
74,2,223,0.6723,0.6631,0.6331,0.7063
75,2,226,0.719,0.6369,0.6431,0.5929
76,2,229,0.6431,0.6675,0.7638,0.7682
77,2,232,0.6294,0.7127,0.6692,0.6948
78,2,235,0.7224,0.7631,0.6917,0.618
79,2,238,0.7224,0.7166,0.6732,0.7039
80,2,241,0.7148,0.5667,0.7446,0.6732
81,2,244,0.66,0.7375,0.6449,0.7489
82,2,247,0.6596,0.7141,0.6668,0.7552
83,2,250,0.6686,0.5533,0.6808,0.5092
84,2,253,0.7128,0.618,0.649,0.5961
85,2,256,0.6679,0.5921,0.5742,0.7213
86,2,259,0.5932,0.6495,0.6826,0.4859
87,2,262,0.6704,0.562,0.7616,0.6047
88,2,265,0.62,0.5443,0.5289,0.5203
89,2,268,0.5483,0.5289,0.4886,0.7018
90,2,271,0.6276,0.639,0.5763,0.7591
91,2,274,0.7057,0.4815,0.6823,0.7221
92,2,277,0.5177,0.706,0.504,0.7475
93,2,280,0.5709,0.3689,0.5696,0.7204
94,2,283,0.6835,0.6413,0.6234,0.5189
95,2,286,0.6596,0.6395,0.4904,0.4809
96,2,289,0.5289,0.7022,0.7034,0.3346
97,2,292,0.6304,0.6146,0.7333,0.7625
98,2,295,0.5707,0.4207,0.5021,0.6461
99,2,298,0.4774,0.7206,0.658,0.4187
,Dataset#,L,att_1,att_2,att_3,att_4
0,3,1,0.4186,0.4154,0.4186,0.4186
1,3,4,0.4352,0.4927,0.4683,0.4687
2,3,7,0.4552,0.4517,0.4974,0.4705
3,3,10,0.4268,0.5112,0.451,0.4617
4,3,13,0.4685,0.5108,0.4775,0.4489
5,3,16,0.4412,0.5108,0.4804,0.5017
6,3,19,0.4882,0.4747,0.4882,0.466
7,3,22,0.4788,0.5044,0.4882,0.4639
8,3,25,0.4939,0.4647,0.432,0.4342
9,3,28,0.4733,0.5111,0.4968,0.466
10,3,31,0.509,0.5014,0.4835,0.4435
11,3,34,0.4548,0.4811,0.4511,0.5097
12,3,37,0.5071,0.5181,0.4768,0.4624
13,3,40,0.4685,0.447,0.5065,0.4654
14,3,43,0.4745,0.4593,0.4943,0.473
15,3,46,0.4838,0.4624,0.4898,0.4718
16,3,49,0.4461,0.4705,0.465,0.4479
17,3,52,0.4379,0.4352,0.4461,0.4908
18,3,55,0.4679,0.4566,0.4773,0.4634
19,3,58,0.472,0.4913,0.4585,0.4483
20,3,61,0.478,0.5097,0.5009,0.4805
21,3,64,0.4945,0.4651,0.4969,0.4685
22,3,67,0.4479,0.4784,0.4483,0.4435
23,3,70,0.4547,0.4802,0.51,0.4712
24,3,73,0.4186,0.4292,0.463,0.4479
25,3,76,0.4777,0.4864,0.4593,0.5496
26,3,79,0.4658,0.432,0.4809,0.4618
27,3,82,0.5359,0.4444,0.4898,0.511
28,3,85,0.4954,0.432,0.4328,0.4479
29,3,88,0.4186,0.4725,0.4504,0.4334
30,3,91,0.4869,0.4577,0.4666,0.4766
31,3,94,0.4522,0.4494,0.4237,0.4705
32,3,97,0.4233,0.4186,0.4375,0.4962
33,3,100,0.4521,0.4649,0.4381,0.4148
34,3,103,0.4226,0.4673,0.4606,0.4538
35,3,106,0.4398,0.4479,0.4203,0.4914
36,3,109,0.4627,0.4186,0.4467,0.4186
37,3,112,0.4461,0.4479,0.4354,0.4671
38,3,115,0.4494,0.4296,0.4624,0.4237
39,3,118,0.4411,0.4727,0.4299,0.5023
40,3,121,0.4483,0.4099,0.4269,0.4649
41,3,124,0.3998,0.4407,0.4504,0.4851
42,3,127,0.3325,0.4631,0.5105,0.47
43,3,130,0.4186,0.4791,0.4378,0.4634
44,3,133,0.4565,0.3354,0.3927,0.4354
45,3,136,0.4512,0.4919,0.3786,0.4317
46,3,139,0.3507,0.4304,0.4746,0.438
47,3,142,0.4383,0.4326,0.2523,0.3354
48,3,145,0.4554,0.4626,0.4334,0.2856
49,3,148,0.4296,0.4835,0.4052,0.4889
50,3,151,0.4178,0.4886,0.4293,0.3614
51,3,154,0.4591,0.4145,0.4624,0.4148
52,3,157,0.4579,0.4402,0.4186,0.4519
53,3,160,0.535,0.4292,0.4186,0.3483
54,3,163,0.4911,0.4792,0.4588,0.4618
55,3,166,0.4754,0.3675,0.4311,0.1922
56,3,169,0.4186,0.2805,0.5021,0.4186
57,3,172,0.4186,0.4228,0.4704,0.3716
58,3,175,0.4407,0.3325,0.3594,0.4346
59,3,178,0.4832,0.4407,0.3476,0.4305
60,3,181,0.4522,0.3826,0.4547,0.3801
61,3,184,0.4949,0.3494,0.4757,0.4489
62,3,187,0.4435,0.438,0.4512,0.2668
63,3,190,0.4471,0.3874,0.4517,0.4635
64,3,193,0.4145,0.4369,0.4909,0.4687
65,3,196,0.3724,0.3208,0.4431,0.4665
66,3,199,0.432,0.4078,0.2792,0.4435
67,3,202,0.4286,0.4523,0.4649,0.3874
68,3,205,0.4425,0.4228,0.4186,0.3354
69,3,208,0.4707,0.3796,0.4186,0.1912
70,3,211,0.4779,0.3634,0.4338,0.3432
71,3,214,0.3523,0.4734,0.3354,0.4479
72,3,217,0.3354,0.4497,0.3586,0.3919
73,3,220,0.3354,0.3247,0.4669,0.2523
74,3,223,0.3701,0.4482,0.4124,0.4662
75,3,226,0.4483,0.4154,0.4907,0.4186
76,3,229,0.367,0.4387,0.374,0.2562
77,3,232,0.3325,0.432,0.4186,0.457
78,3,235,0.4186,0.3354,0.3325,0.3686
79,3,238,0.3243,0.4186,0.2745,0.4684
80,3,241,0.4014,0.3712,0.4413,0.436
81,3,244,0.3471,0.3437,0.3354,0.3567
82,3,247,0.433,0.3714,0.4531,0.4421
83,3,250,0.3864,0.4479,0.4555,0.3713
84,3,253,0.3354,0.3681,0.4604,0.2523
85,3,256,0.4285,0.4383,0.4393,0.3549
86,3,259,0.4775,0.2523,0.3501,0.4576
87,3,262,0.4675,0.3354,0.4186,0.2523
88,3,265,0.3354,0.4313,0.4352,0.458
89,3,268,0.3726,0.2494,0.4733,0.4208
90,3,271,0.4243,0.4494,0.3354,0.3417
91,3,274,0.4577,0.3783,0.4293,0.4435
92,3,277,0.4354,0.2523,0.2319,0.3354
93,3,280,0.3549,0.3351,0.4589,0.3848
94,3,283,0.3354,0.4413,0.4298,0.2824
95,3,286,0.421,0.4243,0.1662,0.4513
96,3,289,0.4298,0.2692,0.4413,0.1662
97,3,292,0.4125,0.2494,0.3354,0.4186
98,3,295,0.3894,0.4647,0.4288,0.3354
99,3,298,0.3354,0.4086,0.1692,0.478
,Dataset#,L,att_1,att_2,att_3,att_4
0,4,1,0.7485,0.7445,0.7403,0.7475
1,4,4,0.7597,0.7751,0.7566,0.7481
2,4,7,0.7546,0.7578,0.77,0.7627
3,4,10,0.7745,0.7673,0.7444,0.7709
4,4,13,0.7612,0.7612,0.7818,0.7711
5,4,16,0.7814,0.761,0.7679,0.7653
6,4,19,0.7793,0.7563,0.7834,0.7603
7,4,22,0.7717,0.7559,0.751,0.7733
8,4,25,0.7764,0.7593,0.7522,0.7738
9,4,28,0.7551,0.7815,0.7583,0.6964
10,4,31,0.698,0.7758,0.778,0.7698
11,4,34,0.7594,0.7618,0.7941,0.7359
12,4,37,0.7809,0.7806,0.6974,0.708
13,4,40,0.7623,0.7718,0.7733,0.764
14,4,43,0.7655,0.7657,0.8009,0.7527
15,4,46,0.7348,0.7624,0.7825,0.7372
16,4,49,0.678,0.7607,0.757,0.7627
17,4,52,0.7089,0.7712,0.6582,0.7778
18,4,55,0.764,0.7637,0.7097,0.6494
19,4,58,0.6465,0.72,0.7699,0.598
20,4,61,0.693,0.6674,0.7056,0.7634
21,4,64,0.776,0.6486,0.7093,0.7049
22,4,67,0.6939,0.7162,0.6464,0.7133
23,4,70,0.7116,0.7901,0.7512,0.6321
24,4,73,0.7231,0.7109,0.6772,0.6485
25,4,76,0.6637,0.7229,0.7591,0.7152
26,4,79,0.6739,0.7678,0.7093,0.6699
27,4,82,0.7669,0.6957,0.6145,0.6552
28,4,85,0.7247,0.6957,0.7342,0.5949
29,4,88,0.6553,0.5855,0.6894,0.6542
30,4,91,0.7049,0.7244,0.743,0.7029
31,4,94,0.6764,0.6521,0.7143,0.6125
32,4,97,0.7622,0.7867,0.7625,0.7133
33,4,100,0.7718,0.6701,0.5083,0.5421
34,4,103,0.614,0.5188,0.6574,0.6504
35,4,106,0.6491,0.4673,0.7757,0.5965
36,4,109,0.6895,0.6544,0.5103,0.5207
37,4,112,0.6688,0.6701,0.5083,0.7597
38,4,115,0.7698,0.5935,0.7258,0.6691
39,4,118,0.5519,0.6983,0.6317,0.6106
40,4,121,0.6735,0.6738,0.7506,0.6964
41,4,124,0.6058,0.6698,0.5255,0.548
42,4,127,0.6522,0.6087,0.4925,0.6126
43,4,130,0.7558,0.6312,0.7349,0.6059
44,4,133,0.5504,0.6368,0.7056,0.7061
45,4,136,0.6008,0.6324,0.598,0.6479
46,4,139,0.6685,0.7186,0.6612,0.3533
47,4,142,0.5539,0.5774,0.6582,0.6959
48,4,145,0.5792,0.5893,0.4921,0.6509
49,4,148,0.6766,0.3551,0.7565,0.7688
50,4,151,0.7073,0.6259,0.7049,0.3902
51,4,154,0.6356,0.5995,0.6425,0.7084
52,4,157,0.4601,0.4932,0.6048,0.4038
53,4,160,0.7557,0.6464,0.5357,0.7184
54,4,163,0.7017,0.4004,0.4527,0.5381
55,4,166,0.5088,0.6835,0.5943,0.4878
56,4,169,0.6408,0.7061,0.5124,0.6538
57,4,172,0.6394,0.3516,0.2514,0.7055
58,4,175,0.6078,0.6079,0.7579,0.7906
59,4,178,0.7225,0.7537,0.322,0.485
60,4,181,0.4839,0.3826,0.4492,0.5811
61,4,184,0.4165,0.2927,0.5785,0.5568
62,4,187,0.476,0.5402,0.489,0.7215
63,4,190,0.699,0.6513,0.4902,0.498
64,4,193,0.3471,0.5133,0.6988,0.5818
65,4,196,0.6975,0.4343,0.5637,0.7312
66,4,199,0.4693,0.6616,0.5882,0.608
67,4,202,0.5126,0.5955,0.5827,0.4939
68,4,205,0.5749,0.5207,0.6457,0.5868
69,4,208,0.5334,0.4014,0.6196,0.6559
70,4,211,0.4823,0.4837,0.3909,0.7333
71,4,214,0.727,0.6208,0.5872,0.7001
72,4,217,0.3462,0.5265,0.4447,0.4544
73,4,220,0.6255,0.5823,0.5207,0.5273
74,4,223,0.4878,0.6159,0.3441,0.5114
75,4,226,0.4839,0.7477,0.3821,0.5963
76,4,229,0.4064,0.5517,0.6391,0.6212
77,4,232,0.7517,0.3483,0.4076,0.4931
78,4,235,0.606,0.664,0.5809,0.5577
79,4,238,0.5876,0.5632,0.5257,0.5516
80,4,241,0.5758,0.6926,0.4818,0.4465
81,4,244,0.4459,0.3902,0.6851,0.6474
82,4,247,0.5042,0.5493,0.3257,0.5539
83,4,250,0.4546,0.5034,0.6092,0.6019
84,4,253,0.5182,0.5731,0.686,0.4868
85,4,256,0.6282,0.5224,0.4878,0.3902
86,4,259,0.507,0.5841,0.7072,0.4527
87,4,262,0.2927,0.5979,0.6766,0.405
88,4,265,0.3902,0.3988,0.2919,0.5153
89,4,268,0.4601,0.5597,0.4601,0.4262
90,4,271,0.6071,0.5493,0.4465,0.6632
91,4,274,0.4546,0.4074,0.5238,0.5962
92,4,277,0.2927,0.3413,0.6044,0.401
93,4,280,0.3502,0.5397,0.4418,0.5502
94,4,283,0.505,0.2593,0.7262,0.3497
95,4,286,0.4823,0.3651,0.3803,0.3902
96,4,289,0.4559,0.4472,0.2927,0.5774
97,4,292,0.4973,0.3471,0.5899,0.4802
98,4,295,0.5854,0.3925,0.6498,0.2527
99,4,298,0.2927,0.4465,0.521,0.3989
,Dataset#,L,att_1,att_2,att_3,att_4
0,5,1,0.4959,0.5048,0.5094,0.5011
1,5,4,0.5099,0.4975,0.5031,0.5259
2,5,7,0.5285,0.5119,0.5106,0.5172
3,5,10,0.5247,0.5351,0.4943,0.5249
4,5,13,0.5102,0.5179,0.5003,0.4859
5,5,16,0.5213,0.5159,0.5351,0.5317
6,5,19,0.5398,0.5389,0.5226,0.527
7,5,22,0.5189,0.529,0.5223,0.5138
8,5,25,0.5444,0.5068,0.5111,0.5374
9,5,28,0.4949,0.5055,0.5256,0.5298
10,5,31,0.5324,0.5274,0.5378,0.5215
11,5,34,0.5253,0.5267,0.5169,0.522
12,5,37,0.5076,0.515,0.5433,0.5144
13,5,40,0.5083,0.5317,0.5194,0.5082
14,5,43,0.5175,0.5315,0.526,0.4843
15,5,46,0.5161,0.5132,0.5195,0.5342
16,5,49,0.4949,0.5286,0.542,0.5225
17,5,52,0.5236,0.5107,0.5433,0.52
18,5,55,0.5275,0.5142,0.5339,0.5183
19,5,58,0.5176,0.524,0.5249,0.5023
20,5,61,0.5316,0.5066,0.4872,0.5142
21,5,64,0.5319,0.4939,0.5206,0.521
22,5,67,0.5257,0.5039,0.5525,0.5086
23,5,70,0.5091,0.515,0.5208,0.5178
24,5,73,0.5114,0.5267,0.5174,0.5235
25,5,76,0.5006,0.4967,0.5438,0.5267
26,5,79,0.5099,0.5271,0.532,0.5188
27,5,82,0.5072,0.5237,0.5083,0.5148
28,5,85,0.5293,0.4979,0.5335,0.5299
29,5,88,0.509,0.5077,0.5247,0.5024
30,5,91,0.4987,0.5232,0.5436,0.5216
31,5,94,0.5368,0.5085,0.5123,0.5102
32,5,97,0.5236,0.5109,0.4882,0.5116
33,5,100,0.5034,0.5247,0.5074,0.4923
34,5,103,0.537,0.5261,0.5092,0.5198
35,5,106,0.4979,0.5466,0.5157,0.4872
36,5,109,0.4966,0.5203,0.5283,0.5116
37,5,112,0.5227,0.4984,0.52,0.5134
38,5,115,0.5071,0.5129,0.5058,0.5064
39,5,118,0.4958,0.5056,0.5038,0.5201
40,5,121,0.5291,0.5102,0.5139,0.5104
41,5,124,0.5326,0.5051,0.52,0.5148
42,5,127,0.5085,0.5256,0.524,0.5162
43,5,130,0.4986,0.5505,0.526,0.4823
44,5,133,0.5309,0.5361,0.5195,0.4986
45,5,136,0.4781,0.5156,0.5055,0.5194
46,5,139,0.5158,0.5053,0.5114,0.5381
47,5,142,0.5078,0.5276,0.5229,0.5115
48,5,145,0.5273,0.5377,0.5163,0.5053
49,5,148,0.5186,0.5274,0.5153,0.5081
50,5,151,0.5337,0.5058,0.5254,0.5175
51,5,154,0.501,0.5029,0.5097,0.5045
52,5,157,0.5092,0.5297,0.4862,0.496
53,5,160,0.5079,0.5197,0.4948,0.5154
54,5,163,0.5012,0.5116,0.5284,0.5282
55,5,166,0.5094,0.5129,0.5137,0.5233
56,5,169,0.5016,0.5055,0.5417,0.4982
57,5,172,0.5183,0.5278,0.5154,0.5204
58,5,175,0.5008,0.5066,0.5135,0.4906
59,5,178,0.5114,0.5105,0.4077,0.5026
60,5,181,0.5083,0.5089,0.5254,0.5136
61,5,184,0.4968,0.5147,0.4918,0.5361
62,5,187,0.502,0.5089,0.5164,0.5254
63,5,190,0.5347,0.4918,0.5096,0.5043
64,5,193,0.5122,0.5326,0.5056,0.5072
65,5,196,0.515,0.5157,0.497,0.5103
66,5,199,0.5036,0.5036,0.5305,0.5227
67,5,202,0.5289,0.5016,0.5045,0.4927
68,5,205,0.4116,0.4819,0.5261,0.4049
69,5,208,0.4146,0.4875,0.522,0.5285
70,5,211,0.5334,0.5254,0.5111,0.5147
71,5,214,0.5165,0.5093,0.4926,0.5011
72,5,217,0.4188,0.5,0.4897,0.5185
73,5,220,0.5034,0.5209,0.4023,0.5031
74,5,223,0.481,0.4965,0.5193,0.522
75,5,226,0.3933,0.3107,0.5343,0.4776
76,5,229,0.3875,0.4901,0.3973,0.3103
77,5,232,0.518,0.5086,0.5308,0.5018
78,5,235,0.5024,0.4888,0.4687,0.5266
79,5,238,0.5212,0.4041,0.5137,0.4969
80,5,241,0.4872,0.4023,0.3979,0.475
81,5,244,0.5017,0.4883,0.5331,0.4148
82,5,247,0.4228,0.4938,0.4056,0.5011
83,5,250,0.5244,0.5085,0.5179,0.3857
84,5,253,0.4869,0.4039,0.5025,0.409
85,5,256,0.4965,0.4957,0.398,0.4788
86,5,259,0.4045,0.4098,0.4013,0.5087
87,5,262,0.1988,0.4892,0.4092,0.505
88,5,265,0.4146,0.513,0.4138,0.386
89,5,268,0.3009,0.504,0.5108,0.5129
90,5,271,0.3948,0.4943,0.5186,0.5105
91,5,274,0.4193,0.5195,0.5152,0.5072
92,5,277,0.5188,0.5036,0.5165,0.5053
93,5,280,0.4882,0.5023,0.5123,0.5085
94,5,283,0.5012,0.3935,0.4843,0.4806
95,5,286,0.4962,0.4851,0.5221,0.5025
96,5,289,0.4967,0.4116,0.499,0.3093
97,5,292,0.4179,0.404,0.4113,0.4885
98,5,295,0.4146,0.515,0.5215,0.414
99,5,298,0.5134,0.5032,0.5051,0.5114
,Dataset#,L,att_1,att_2,att_3,att_4
0,6,1,0.3907,0.381,0.3845,0.3732
1,6,4,0.4187,0.3718,0.3788,0.397
2,6,7,0.4004,0.3811,0.392,0.3843
3,6,10,0.3336,0.2983,0.4439,0.2616
4,6,13,0.3959,0.3112,0.3035,0.3489
5,6,16,0.3165,0.3587,0.4304,0.3132
6,6,19,0.4261,0.3932,0.3772,0.3654
7,6,22,0.3956,0.3659,0.364,0.3885
8,6,25,0.323,0.3778,0.331,0.4032
9,6,28,0.3319,0.3301,0.3751,0.3714
10,6,31,0.2876,0.4114,0.3264,0.3659
11,6,34,0.3583,0.3598,0.3036,0.3996
12,6,37,0.3778,0.3759,0.3713,0.3529
13,6,40,0.3503,0.3949,0.3334,0.3963
14,6,43,0.3315,0.3509,0.3984,0.4061
15,6,46,0.3415,0.3803,0.3363,0.365
16,6,49,0.3947,0.3781,0.3522,0.3954
17,6,52,0.3507,0.4114,0.3433,0.3249
18,6,55,0.3199,0.3231,0.3328,0.3298
19,6,58,0.3423,0.3408,0.3338,0.3038
20,6,61,0.3236,0.4173,0.3293,0.3202
21,6,64,0.3521,0.4025,0.3884,0.3589
22,6,67,0.3403,0.3097,0.3551,0.362
23,6,70,0.3758,0.3569,0.4204,0.3605
24,6,73,0.3335,0.3697,0.3884,0.2861
25,6,76,0.3571,0.2658,0.41,0.349
26,6,79,0.3554,0.3714,0.3582,0.4055
27,6,82,0.3857,0.3651,0.4162,0.413
28,6,85,0.2816,0.3352,0.3122,0.3335
29,6,88,0.367,0.328,0.3562,0.3669
30,6,91,0.3258,0.3565,0.3714,0.3928
31,6,94,0.3049,0.3043,0.3709,0.3763
32,6,97,0.3783,0.3365,0.3761,0.3105
33,6,100,0.4226,0.3703,0.3544,0.3154
34,6,103,0.4022,0.339,0.3911,0.4119
35,6,106,0.3268,0.3288,0.3709,0.3881
36,6,109,0.3629,0.3054,0.408,0.3551
37,6,112,0.4277,0.3441,0.3482,0.3867
38,6,115,0.3595,0.3753,0.2949,0.3257
